Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Mumbai, MH, India",11/16/2021 01:00:00,84.2,84.2,84.2,,91,0,,,3.4,120,,1.2,0,70.11,Clear
"Mumbai, MH, India",11/16/2021 02:00:00,81.2,81.2,81.2,,86.1,0,,,0,,,1.2,10.4,76.32,Clear
"Mumbai, MH, India",11/16/2021 03:00:00,82.4,82.4,82.4,,88.3,0,,,3.4,70,,1.2,27.9,74.3,Partially cloudy
"Mumbai, MH, India",11/16/2021 04:00:00,82.4,82.4,82.4,,88.3,0,,,5.8,30,,1.2,27.9,74.3,Partially cloudy
"Mumbai, MH, India",11/16/2021 05:00:00,81.2,81.2,81.2,,86.3,0,,,2.4,30,,1.2,10.4,77.41,Clear
"Mumbai, MH, India",11/16/2021 06:00:00,82.4,82.4,82.4,,88.3,0,,,4.7,40,,1.2,27.9,74.3,Partially cloudy
"Mumbai, MH, India",11/16/2021 07:00:00,84.2,84.2,84.2,,89.6,0,,,4.7,20,,1.2,50,65.98,Partially cloudy
"Mumbai, MH, India",11/16/2021 08:00:00,80.1,80.1,80.1,,84.5,0,,,2.3,133,,1.3,77,80.47,Overcast
"Mumbai, MH, India",11/16/2021 09:00:00,85.4,85.4,85.4,,89.9,0,,,9.2,60,,1.4,50,59.65,Partially cloudy
"Mumbai, MH, India",11/16/2021 10:00:00,89.6,89.6,89.6,,95.3,0,,,10.7,71,,1.4,50,53.28,Partially cloudy
"Mumbai, MH, India",11/16/2021 11:00:00,90.3,90.3,90.3,,96.5,0,,,3.4,50,,1.6,67.5,52.72,Partially cloudy
"Mumbai, MH, India",11/16/2021 12:00:00,94.4,94.4,94.4,,100.7,0,,,8.1,74,,1.9,50,44.95,Partially cloudy
"Mumbai, MH, India",11/16/2021 13:00:00,94.4,94.4,94.4,,100.7,0,,,3.8,80,,1.9,34.9,44.95,Partially cloudy
"Mumbai, MH, India",11/16/2021 14:00:00,95.3,95.3,95.3,,100.9,0,,,5.2,72,,1.8,72.4,42.31,Partially cloudy
"Mumbai, MH, India",11/16/2021 15:00:00,93.3,93.3,93.3,,100.2,0,,,7.4,144,,2.1,34.9,48.21,Partially cloudy
"Mumbai, MH, India",11/16/2021 16:00:00,90.3,90.3,90.3,,100.3,0,,,5.8,273,,2.1,34.9,60.05,Partially cloudy
"Mumbai, MH, India",11/16/2021 17:00:00,87.1,87.1,87.1,,103.2,0,,,4.3,291,,2.3,76.5,79.75,Overcast
"Mumbai, MH, India",11/16/2021 18:00:00,91.4,91.4,91.4,,97,0,,,6.9,340,,1.9,27.9,49.4,Partially cloudy
"Mumbai, MH, India",11/16/2021 19:00:00,89.6,89.6,89.6,,98.3,0,,,5.8,340,,1.9,27.9,59.05,Partially cloudy
"Mumbai, MH, India",11/16/2021 20:00:00,85.1,85.1,85.1,,94,0,,,0.4,,,1.3,58.2,72.99,Partially cloudy
"Mumbai, MH, India",11/16/2021 21:00:00,87.8,87.8,87.8,,95.9,0,,,8.1,280,,1.9,50,62.5,Partially cloudy
"Mumbai, MH, India",11/16/2021 22:00:00,87.8,87.8,87.8,,94.2,0,,,4.7,30,,1.9,27.9,58.82,Partially cloudy
"Mumbai, MH, India",11/16/2021 23:00:00,85.7,85.7,85.7,,91.4,0,,,0,,,1.5,50,62.41,Partially cloudy
"Mumbai, MH, India",11/17/2021 00:00:00,87.8,87.8,87.8,,92.8,0,,,6.9,60,,1.9,50,55.32,Partially cloudy
"Mumbai, MH, India",11/17/2021 01:00:00,86,86,86,,90.6,0,,,9.2,70,,1.9,50,58.58,Partially cloudy
"Mumbai, MH, India",11/17/2021 02:00:00,85.3,85.3,85.3,,89.5,0,,,5.3,71,,1.5,55.8,59.1,Partially cloudy
"Mumbai, MH, India",11/17/2021 03:00:00,84.2,84.2,84.2,,88.5,0,,,6.9,120,,1.9,50,62.06,Partially cloudy
"Mumbai, MH, India",11/17/2021 04:00:00,84.2,84.2,84.2,,88.5,0,,,6.9,110,,1.9,50,62.06,Partially cloudy
"Mumbai, MH, India",11/17/2021 05:00:00,82.5,82.5,82.5,,93.1,0,,,0,,,1.3,58.8,89.56,Partially cloudy
"Mumbai, MH, India",11/17/2021 06:00:00,84.2,84.2,84.2,,88.5,0,,,4.7,300,,1.9,50,62.06,Partially cloudy
"Mumbai, MH, India",11/17/2021 07:00:00,84.2,84.2,84.2,,94.2,0,,,4.7,200,,1.9,50,79.06,Partially cloudy
"Mumbai, MH, India",11/17/2021 08:00:00,81.3,81.3,81.3,,90.1,0.02,,,0.1,230,,1.3,88,92.31,"Rain, Overcast"
"Mumbai, MH, India",11/17/2021 09:00:00,86,86,86,,93.5,0,,,4.7,50,,1.9,89.2,66.18,Overcast
"Mumbai, MH, India",11/17/2021 10:00:00,87.8,87.8,87.8,,100,0,,,8.1,290,,1.9,50,70.48,Partially cloudy
"Mumbai, MH, India",11/17/2021 11:00:00,92,92,92,,101.1,0,,,4.8,158,,1.5,67.5,54.33,Partially cloudy
"Mumbai, MH, India",11/17/2021 12:00:00,93.2,93.2,93.2,,100.9,0,,,6.9,190,,1.9,50,49.66,Partially cloudy
"Mumbai, MH, India",11/17/2021 13:00:00,91.4,91.4,91.4,,102.7,0,,,10.3,250,,1.9,50,59.28,Partially cloudy
"Mumbai, MH, India",11/17/2021 14:00:00,90.1,90.1,90.1,,101.3,0,,,7,276,,1.8,62,62.26,Partially cloudy
"Mumbai, MH, India",11/17/2021 15:00:00,89.6,89.6,89.6,,98.3,0,,,9.2,260,,1.9,89.2,59.05,Overcast
"Mumbai, MH, India",11/17/2021 16:00:00,87.8,87.8,87.8,,97.8,0,,,8.1,260,,1.9,89.2,66.38,Overcast
"Mumbai, MH, India",11/17/2021 17:00:00,82.1,82.1,82.1,,91.8,0.09,,,0.1,230,,1.3,98.6,89.92,"Rain, Overcast"
"Mumbai, MH, India",11/17/2021 18:00:00,82.4,82.4,82.4,,92.5,0,,,9.2,240,,1.9,89.2,88.92,Overcast
"Mumbai, MH, India",11/17/2021 19:00:00,82.4,82.4,82.4,,92.5,0,,,4.7,280,,1.9,89.2,88.92,Overcast
"Mumbai, MH, India",11/17/2021 20:00:00,82,82,82,,90.9,0.04,,,2.4,210,,1.5,89.2,87.98,"Rain, Overcast"
"Mumbai, MH, India",11/17/2021 21:00:00,82.4,82.4,82.4,,92.5,0,,,3.4,160,,1.9,89.2,88.92,Overcast
"Mumbai, MH, India",11/17/2021 22:00:00,80.6,80.6,80.6,,88.2,0,,,8.1,180,,1.9,89.2,94.27,Overcast
"Mumbai, MH, India",11/17/2021 23:00:00,81.2,81.2,81.2,,89,0,,,2.4,220,,1.5,83.3,89.21,Overcast
"Mumbai, MH, India",11/18/2021 00:00:00,80.6,80.6,80.6,,88.2,0,,,3.4,180,,1.9,89.2,94.27,Overcast
"Mumbai, MH, India",11/18/2021 01:00:00,80.6,80.6,80.6,,88.2,0,,,0,0,,1.9,89.2,94.27,Overcast
"Mumbai, MH, India",11/18/2021 02:00:00,80.7,80.7,80.7,,87.6,0,,,0,0,,1.5,65.8,89.5,Partially cloudy
"Mumbai, MH, India",11/18/2021 03:00:00,80.6,80.6,80.6,,88.2,0,,,0,0,,1.9,89.2,94.27,Overcast
"Mumbai, MH, India",11/18/2021 04:00:00,80.6,80.6,80.6,,88.2,0,,,0,0,,1.9,89.2,94.27,Overcast
"Mumbai, MH, India",11/18/2021 05:00:00,81.4,81.4,81.4,,89,0,,,0,,,1.5,89.2,87.64,Overcast
"Mumbai, MH, India",11/18/2021 06:00:00,82.4,82.4,82.4,,92.5,0,,,4.7,130,,1.9,89.2,88.92,Overcast
"Mumbai, MH, India",11/18/2021 07:00:00,80.6,80.6,80.6,,88.2,0,,,4.7,110,,1.2,50,94.27,Partially cloudy
"Mumbai, MH, India",11/18/2021 08:00:00,79.4,79.4,79.4,,,0.12,,,1.9,89,,1.3,49.6,91.6,"Rain, Partially cloudy"
"Mumbai, MH, India",11/18/2021 09:00:00,87.8,87.8,87.8,,100,0,,,5.8,150,,1.9,27.9,70.48,Partially cloudy
"Mumbai, MH, India",11/18/2021 10:00:00,87.8,87.8,87.8,,100,0,,,8.1,150,,1.9,27.9,70.48,Partially cloudy
"Mumbai, MH, India",11/18/2021 11:00:00,92.3,92.3,92.3,,101.9,0,,,0,,,1.5,50,54.77,Partially cloudy
"Mumbai, MH, India",11/18/2021 12:00:00,89.6,89.6,89.6,,102.6,0,,,11.4,270,,1.9,50,66.58,Partially cloudy
"Mumbai, MH, India",11/18/2021 13:00:00,87.2,87.2,87.2,,99,0,,,11.6,261,,2.3,50,71.75,Partially cloudy
"Mumbai, MH, India",11/18/2021 14:00:00,87.9,87.9,87.9,,98.3,0,,,7.6,255,,2,50,66.67,Partially cloudy
"Mumbai, MH, India",11/18/2021 15:00:00,87.8,87.8,87.8,,100.6,0,,,10.9,263,,2.5,50,71.8,Partially cloudy
"Mumbai, MH, India",11/18/2021 16:00:00,87.8,87.8,87.8,,99.9,0,,,8.5,263,,2.5,50,70.47,Partially cloudy
"Mumbai, MH, India",11/18/2021 17:00:00,87.2,87.2,87.2,,102.3,0.03,,,1,320,,2.3,79.6,77.89,"Rain, Overcast"
"Mumbai, MH, India",11/18/2021 18:00:00,84.2,84.2,84.2,,96.1,0,,,5.8,290,,1.9,89.2,83.9,Overcast
"Mumbai, MH, India",11/18/2021 19:00:00,84.2,84.2,84.2,,96.1,0,,,5.8,10,,1.9,89.2,83.9,Overcast
"Mumbai, MH, India",11/18/2021 20:00:00,82.4,82.4,82.4,,91.8,0,,,2,,,1.5,83.3,86.75,Overcast
"Mumbai, MH, India",11/18/2021 21:00:00,82.4,82.4,82.4,,92.5,0,,,4.7,100,,1.9,89.2,88.92,Overcast
"Mumbai, MH, India",11/18/2021 22:00:00,82.4,82.4,82.4,,90.9,0,,,6.9,40,,1.9,50,83.79,Partially cloudy
"Mumbai, MH, India",11/18/2021 23:00:00,80.9,80.9,80.9,,86.4,0,,,0,,,1.5,50,80.78,Partially cloudy
"Mumbai, MH, India",11/19/2021 00:00:00,80.6,80.6,80.6,,85.4,0,,,6.9,120,,1.9,50,78.78,Partially cloudy
"Mumbai, MH, India",11/19/2021 01:00:00,80.6,80.6,80.6,,85.4,0,,,4.7,100,,1.9,50,78.78,Partially cloudy
"Mumbai, MH, India",11/19/2021 02:00:00,79.1,79.1,79.1,,,0,,,0,,,1.5,67.5,83.55,Partially cloudy
"Mumbai, MH, India",11/19/2021 03:00:00,80.6,80.6,80.6,,86.2,0,,,4.7,70,,1.9,50,83.68,Partially cloudy
"Mumbai, MH, India",11/19/2021 04:00:00,80.6,80.6,80.6,,86.2,0,,,4.7,50,,1.9,50,83.68,Partially cloudy
"Mumbai, MH, India",11/19/2021 05:00:00,77.9,77.9,77.9,,,0,,,2.4,90,,1.5,57.1,88.72,Partially cloudy
"Mumbai, MH, India",11/19/2021 06:00:00,78.8,78.8,78.8,,,0,,,4.7,120,,1.9,50,88.76,Partially cloudy
"Mumbai, MH, India",11/19/2021 07:00:00,78.8,78.8,78.8,,,0,,,4.7,60,,1.2,89.2,94.23,Overcast
"Mumbai, MH, India",11/19/2021 08:00:00,80.8,80.8,80.8,,87.9,0,,,2.3,133,,1.3,50.7,90.61,Partially cloudy
"Mumbai, MH, India",11/19/2021 09:00:00,84.7,84.7,84.7,,92.2,0,,,7.4,77,,2.1,50,70.16,Partially cloudy
"Mumbai, MH, India",11/19/2021 10:00:00,88.3,88.3,88.3,,96.6,0,,,6.6,90,,2.1,50,61.39,Partially cloudy
"Mumbai, MH, India",11/19/2021 11:00:00,90.6,90.6,90.6,,99.3,0,,,0,,,2,50,56.97,Partially cloudy
"Mumbai, MH, India",11/19/2021 12:00:00,90.8,90.8,90.8,,102.6,0,,,5.8,162,,2.3,50,61.48,Partially cloudy
"Mumbai, MH, India",11/19/2021 13:00:00,90.9,90.9,90.9,,101.2,0,,,5.4,211,,2.5,89.2,58.8,Overcast
"Mumbai, MH, India",11/19/2021 14:00:00,89.2,89.2,89.2,,103.2,0,,,3.9,264,,1.3,79.5,69.49,Overcast
"Mumbai, MH, India",11/19/2021 15:00:00,87.8,87.8,87.8,,100.6,0,,,9.2,263,,2.3,76.9,71.8,Overcast
"Mumbai, MH, India",11/19/2021 16:00:00,88.5,88.5,88.5,,101.6,0,,,9.6,256,,2.3,50,70.3,Partially cloudy
"Mumbai, MH, India",11/19/2021 17:00:00,87.5,87.5,87.5,,103.6,0,,,1,280,,1.3,75.6,78.22,Overcast
"Mumbai, MH, India",11/19/2021 18:00:00,86,86,86,,99.4,0,,,8.1,300,,1.9,50,79.2,Partially cloudy
"Mumbai, MH, India",11/19/2021 19:00:00,84.2,84.2,84.2,,96.1,0,,,5.8,320,,1.9,50,83.9,Partially cloudy
"Mumbai, MH, India",11/19/2021 20:00:00,85.2,85.2,85.2,,100.5,0,,,0,,,1.3,78.4,86.26,Overcast
"Mumbai, MH, India",11/19/2021 21:00:00,86,86,86,,97.2,0,,,3.4,320,,1.9,50,74.63,Partially cloudy
"Mumbai, MH, India",11/19/2021 22:00:00,86,86,86,,97.2,0,,,4.7,130,,1.9,50,74.63,Partially cloudy
"Mumbai, MH, India",11/19/2021 23:00:00,83.2,83.2,83.2,,91.9,0,,,0,,,1.5,55.8,80.65,Partially cloudy
"Mumbai, MH, India",11/20/2021 00:00:00,84.2,84.2,84.2,,96.1,0,,,0,0,,1.9,50,83.9,Partially cloudy
"Mumbai, MH, India",11/20/2021 01:00:00,82.4,82.4,82.4,,90.9,0,,,4.7,70,,1.9,50,83.79,Partially cloudy
"Mumbai, MH, India",11/20/2021 02:00:00,81.4,81.4,81.4,,88.2,0,,,1.4,120,,1.5,50,84.02,Partially cloudy
"Mumbai, MH, India",11/20/2021 03:00:00,82.3,82.3,82.3,,89.3,0,,,4.7,70,,1.9,50,78.91,Partially cloudy
"Mumbai, MH, India",11/20/2021 04:00:00,82.3,82.3,82.3,,89.3,0,,,0,0,,1.9,50,78.91,Partially cloudy
"Mumbai, MH, India",11/20/2021 05:00:00,82.3,82.3,82.3,,89.3,0,,,4.7,50,,1.9,50,78.91,Partially cloudy
"Mumbai, MH, India",11/20/2021 06:00:00,82.3,82.3,82.3,,89.3,0,,,6.9,50,,1.9,50,78.91,Partially cloudy
"Mumbai, MH, India",11/20/2021 07:00:00,82.3,82.3,82.3,,88.6,0,,,4.7,30,,1.9,50,76.46,Partially cloudy
"Mumbai, MH, India",11/20/2021 08:00:00,85.9,85.9,85.9,,92.5,0,,,6.4,,,1.9,50,64.29,Partially cloudy
"Mumbai, MH, India",11/20/2021 09:00:00,87.7,87.7,87.7,,94.8,0,,,6.9,65,,1.9,50,60.71,Partially cloudy
"Mumbai, MH, India",11/20/2021 10:00:00,90.5,90.5,90.5,,97.4,0,,,8,100,,2.2,36.9,53.93,Partially cloudy
"Mumbai, MH, India",11/20/2021 11:00:00,91.3,91.3,91.3,,97.7,0,,,10.2,90,,2.5,25,51,Clear
"Mumbai, MH, India",11/20/2021 12:00:00,92.3,92.3,92.3,,98.8,0,,,7,99,,2.8,25,49.52,Clear
"Mumbai, MH, India",11/20/2021 13:00:00,93.1,93.1,93.1,,100.7,0,,,6.5,40,,2.8,50,49.64,Partially cloudy
"Mumbai, MH, India",11/20/2021 14:00:00,94,94,94,,100.8,0,,,8.1,99,,2.8,50,46.82,Partially cloudy
"Mumbai, MH, India",11/20/2021 15:00:00,94.8,94.8,94.8,,107.3,0,,,8.1,184,,2.8,50,53.45,Partially cloudy
"Mumbai, MH, India",11/20/2021 16:00:00,89.4,89.4,89.4,,103.4,0,,,11.4,286,,3.1,50,68.67,Partially cloudy
"Mumbai, MH, India",11/20/2021 17:00:00,87.6,87.6,87.6,,96.4,0,,,,,,2.5,50,64.49,Partially cloudy
"Mumbai, MH, India",11/20/2021 18:00:00,89.5,89.5,89.5,,100,0,,,8.1,340,,1.9,88,62.7,Overcast
"Mumbai, MH, India",11/20/2021 19:00:00,87.7,87.7,87.7,,97.5,0,,,5.8,350,,1.9,88,66.37,Overcast
"Mumbai, MH, India",11/20/2021 20:00:00,87.7,87.7,87.7,,97.5,0,,,5.8,350,,1.9,50,66.37,Partially cloudy
"Mumbai, MH, India",11/20/2021 21:00:00,87.7,87.7,87.7,,97.5,0,,,3.4,30,,1.9,50,66.37,Partially cloudy
"Mumbai, MH, India",11/20/2021 22:00:00,87.7,87.7,87.7,,97.5,0,,,4.7,80,,1.9,50,66.37,Partially cloudy
"Mumbai, MH, India",11/20/2021 23:00:00,87.7,87.7,87.7,,97.5,0,,,,,,1.9,50,66.37,Partially cloudy
"Mumbai, MH, India",11/21/2021 00:00:00,85.9,85.9,85.9,,93.3,0,,,5.8,120,,1.9,88,66.17,Overcast
"Mumbai, MH, India",11/21/2021 01:00:00,85.9,85.9,85.9,,93.3,0,,,5.8,90,,1.9,88,66.17,Overcast
"Mumbai, MH, India",11/21/2021 02:00:00,85.9,85.9,85.9,,93.3,0,,,5.8,130,,1.9,88,66.17,Overcast
"Mumbai, MH, India",11/21/2021 03:00:00,84.1,84.1,84.1,,90.7,0,,,8.1,140,,1.9,88,70.1,Overcast
"Mumbai, MH, India",11/21/2021 04:00:00,84.1,84.1,84.1,,90.7,0,,,8.1,70,,1.9,88,70.1,Overcast
"Mumbai, MH, India",11/21/2021 05:00:00,84.1,84.1,84.1,,90.7,0,,,10.3,50,,1.9,88,70.1,Overcast
"Mumbai, MH, India",11/21/2021 06:00:00,82.3,82.3,82.3,,88.1,0,,,6.9,70,,1.9,88,74.29,Overcast
"Mumbai, MH, India",11/21/2021 07:00:00,84.1,84.1,84.1,,90.7,0,,,6.9,90,,2.5,88,70.1,Overcast
"Mumbai, MH, India",11/21/2021 08:00:00,85.9,85.9,85.9,,92.5,0,,,7.5,84,,2.5,68.1,64.29,Partially cloudy
"Mumbai, MH, India",11/21/2021 09:00:00,89.5,89.5,89.5,,96.2,0,,,7,115,,3.1,50,55.55,Partially cloudy
"Mumbai, MH, India",11/21/2021 10:00:00,89.5,89.5,89.5,,95.5,0,,,7,114,,3.1,50,53.96,Partially cloudy
"Mumbai, MH, India",11/21/2021 11:00:00,90.4,90.4,90.4,,97.3,0,,,,,,3.1,50,54.08,Partially cloudy
"Mumbai, MH, India",11/21/2021 12:00:00,91.3,91.3,91.3,,98.5,0,,,8.5,124,,3.1,88,52.5,Overcast
"Mumbai, MH, India",11/21/2021 13:00:00,90.4,90.4,90.4,,97.3,0,,,7.5,135,,3.1,88,54.08,Overcast
"Mumbai, MH, India",11/21/2021 14:00:00,90.4,90.4,90.4,,97.3,0,,,6.5,130,,3.1,88,54.08,Overcast
"Mumbai, MH, India",11/21/2021 15:00:00,86.8,86.8,86.8,,99.3,0,,,12.8,224,,3.1,88,74.7,Overcast
"Mumbai, MH, India",11/21/2021 16:00:00,85,85,85,,95.4,0,,,11.4,210,,3.1,88,76.91,Overcast
"Mumbai, MH, India",11/21/2021 17:00:00,85,85,85,,95.4,0,,,,,,2.5,88,76.91,Overcast
"Mumbai, MH, India",11/21/2021 18:00:00,84.1,84.1,84.1,,93.9,0,,,6.9,190,,1.9,88,79.05,Overcast
"Mumbai, MH, India",11/21/2021 19:00:00,84.1,84.1,84.1,,92.2,0,,,9.2,190,,1.9,88,74.46,Overcast
"Mumbai, MH, India",11/21/2021 20:00:00,84.1,84.1,84.1,,90.7,0,,,,,,1.9,88,70.1,Overcast
"Mumbai, MH, India",11/21/2021 21:00:00,78.7,78.7,78.7,,,0,,,8.1,180,,1.2,100,100,Overcast
"Mumbai, MH, India",11/21/2021 22:00:00,78.7,78.7,78.7,,,0,,,4.7,260,,1.9,100,94.23,Overcast
"Mumbai, MH, India",11/21/2021 23:00:00,78.7,78.7,78.7,,,0,,,,,,1.2,100,94.23,Overcast
"Mumbai, MH, India",11/22/2021 00:00:00,78.7,78.7,78.7,,,0,,,4.7,100,,1.2,100,94.23,Overcast
"Mumbai, MH, India",11/22/2021 01:00:00,78.7,78.7,78.7,,,0,,,3.4,130,,1.2,100,94.23,Overcast
"Mumbai, MH, India",11/22/2021 02:00:00,78.7,78.7,78.7,,,0,,,5.8,,,1.9,88,94.23,Overcast
"Mumbai, MH, India",11/22/2021 03:00:00,78.7,78.7,78.7,,,0,,,3.4,110,,1.9,88,94.23,Overcast
"Mumbai, MH, India",11/22/2021 04:00:00,78.7,78.7,78.7,,,0,,,5.8,170,,1.9,88,94.23,Overcast
"Mumbai, MH, India",11/22/2021 05:00:00,78.7,78.7,78.7,,,0,,,0,0,,1.9,88,88.75,Overcast
"Mumbai, MH, India",11/22/2021 06:00:00,78.7,78.7,78.7,,,0,,,0,0,,1.9,88,94.23,Overcast
"Mumbai, MH, India",11/22/2021 07:00:00,79.6,79.6,79.6,,,0,,,1.8,63,,1.9,88,88.79,Overcast
"Mumbai, MH, India",11/22/2021 08:00:00,80.5,80.5,80.5,,86.9,0,,,,,,1.9,69.9,88.83,Partially cloudy
"Mumbai, MH, India",11/22/2021 09:00:00,82.3,82.3,82.3,,88.6,0,,,4.1,130,,2.2,50,76.46,Partially cloudy
"Mumbai, MH, India",11/22/2021 10:00:00,83.2,83.2,83.2,,90.1,0,,,6.9,100,,1.9,69.9,74.59,Partially cloudy
"Mumbai, MH, India",11/22/2021 11:00:00,84.1,84.1,84.1,,93,0,,,2.8,38,,1.9,69.9,76.61,Partially cloudy
"Mumbai, MH, India",11/22/2021 12:00:00,84.1,84.1,84.1,,92.2,0,,,1.8,302,,1.9,88,74.46,Overcast
"Mumbai, MH, India",11/22/2021 13:00:00,86.8,86.8,86.8,,96.2,0,,,4.7,232,,2.2,50,68.39,Partially cloudy
"Mumbai, MH, India",11/22/2021 14:00:00,86.8,86.8,86.8,,93.7,0,,,,,,2.5,50,62.74,Partially cloudy
"Mumbai, MH, India",11/22/2021 15:00:00,86.8,86.8,86.8,,93.6,0,,,6.9,246,,3.1,36.9,62.56,Partially cloudy
"Mumbai, MH, India",11/22/2021 16:00:00,85.9,85.9,85.9,,93.3,0,,,5.2,280,,3.1,50,66.17,Partially cloudy
"Mumbai, MH, India",11/22/2021 17:00:00,84.1,84.1,84.1,,91.4,0,,,5.8,265,,2.8,50,72.15,Partially cloudy
"Mumbai, MH, India",11/22/2021 18:00:00,84.1,84.1,84.1,,92.2,0,,,5.8,290,,1.9,50,74.46,Partially cloudy
"Mumbai, MH, India",11/22/2021 19:00:00,84.1,84.1,84.1,,92.2,0,,,3.4,290,,1.9,50,74.46,Partially cloudy
"Mumbai, MH, India",11/22/2021 20:00:00,84.1,84.1,84.1,,92.2,0,,,3.4,310,,1.9,50,74.46,Partially cloudy
"Mumbai, MH, India",11/22/2021 21:00:00,84.1,84.1,84.1,,92.2,0,,,3.4,280,,1.9,88,74.46,Overcast
"Mumbai, MH, India",11/22/2021 22:00:00,84.1,84.1,84.1,,92.2,0,,,3.4,300,,1.9,88,74.46,Overcast
"Mumbai, MH, India",11/22/2021 23:00:00,82.3,82.3,82.3,,90.6,0,,,0,0,,1.9,50,83.78,Partially cloudy
