coord.lon,coord.lat,weather.id,weather.main,weather.description,weather.icon,base,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,visibility,wind.speed,wind.deg,wind.gust,all,dt,sys.country,sys.sunrise,sys.sunset,timezone,id,name,cod
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,299.58,302.45,299.58,299.58,1008,87,1008,1005,10000,4.37,61,8.01,85,1637670169,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.29,299.26,298.29,298.29,1009,92,1009,1006,10000,3.41,43,8.65,85,1637670818,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.29,299.26,298.29,298.29,1009,93,1009,1006,10000,3.71,43,8.65,80,1637671862,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.76,299.74,298.76,298.76,1009,93,1009,1006,10000,3.82,53,8.75,80,1637671862,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.38,299.76,298.38,298.38,1009,92,1009,1006,10000,3.75,49,8.77,85,1637672917,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.49,299.16,298.49,298.49,1009,92,1009,1006,10000,3.41,43,8.65,85,1637672917,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.66,300.12,298.66,298.66,1009,92,1009,1006,10000,3.63,48,8.48,85,1637673887,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.25,299.26,298.25,298.25,1009,92,1009,1006,10000,3.23,43,8.65,85,1637673887,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,803,Clouds,broken clouds,04n,stations,298.12,299.1,298.12,298.12,1009,93,1009,1007,10000,3,41,9.02,80,1637674548,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,803,Clouds,broken clouds,04n,stations,298.42,299.71,298.42,298.42,1009,93,1009,1007,10000,3,41,9.02,80,1637674548,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,803,Clouds,broken clouds,04n,stations,298.12,299.56,298.12,298.12,1009,93,1009,1007,10000,3,41,9.02,80,1637677223,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.98,299.97,297.98,297.98,1010,94,1010,1008,10000,3.05,38,9.6,87,1637678605,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.81,298.97,297.81,297.81,1010,88,1010,1008,10000,3.11,41,9.43,87,1637680290,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.98,299.97,297.98,297.98,1010,90,1010,1008,10000,3.13,38,9.12,87,1637680290,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.98,298.97,297.98,297.98,1010,90,1010,1008,10000,3.05,47,9.6,87,1637680980,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.85,298.86,297.85,297.85,1011,95,1011,1008,10000,2.94,37,9.31,90,1637681597,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.85,298.92,297.85,297.85,1011,95,1011,1008,10000,2.99,37,9.31,90,1637682333,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.63,298.86,297.63,297.63,1011,91,1011,1008,10000,3.04,42,9.15,90,1637683120,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.87,298.86,297.87,297.87,1011,90,1011,1008,10000,2.94,37,9.31,90,1637683726,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.94,298.76,297.94,297.94,1011,85,1011,1008,10000,2.98,44,9.22,90,1637683726,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.15,298.65,298.15,298.15,1011,89,1011,1008,10000,2.9,45,9.31,90,1637684504,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.85,298.63,297.85,297.85,1011,90,1011,1008,10000,3.04,41,9.31,90,1637684504,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.85,298.77,297.85,297.85,1011,95,1011,1008,10000,2.94,37,9.31,90,1637684504,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.85,298.56,297.85,297.85,1011,95,1011,1008,10000,2.94,37,9.31,90,1637684504,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.85,298.46,297.85,297.85,1011,95,1011,1008,10000,2.94,37,9.31,90,1637684504,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.85,298.22,297.85,297.85,1011,95,1011,1008,10000,2.94,37,9.31,90,1637684504,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.85,298.01,297.85,297.85,1011,95,1011,1008,10000,2.94,37,9.31,90,1637684504,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.09,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685182,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.21,298.33,298.21,298.21,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685182,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.21,299.24,298.21,298.21,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685182,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.66,298.74,298.66,298.66,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685182,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.36,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685182,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.74,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685182,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.74,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685182,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.11,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685182,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.11,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685182,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.66,298.74,298.66,298.66,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685784,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.66,298.32,298.66,298.66,1011,95,1011,1008,10000,2.86,29,8.63,92,1637685905,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.66,298.34,298.66,298.66,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685905,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.34,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685905,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.77,298.74,297.77,297.77,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685905,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.81,298.74,297.81,297.81,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685905,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.29,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685905,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.81,298.74,297.81,297.81,1011,95,1011,1008,10000,2.86,29,8.92,92,1637685905,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.81,298.66,297.81,297.81,1011,95,1011,1008,10000,2.86,29,7.74,92,1637685905,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.81,298.27,297.81,297.81,1011,95,1011,1008,10000,2.86,29,7.74,92,1637685905,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.74,297.74,297.74,1011,95,1011,1008,10000,2.51,29,7.74,92,1637685905,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.74,297.74,297.74,1011,95,1011,1008,10000,2.51,29,7.74,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.74,297.74,297.74,1011,95,1011,1008,10000,2.51,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.74,297.74,297.74,1011,95,1011,1008,10000,2.51,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.92,297.74,297.74,1011,95,1011,1008,10000,2.51,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.39,298.92,298.39,298.39,1011,95,1011,1008,10000,2.86,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.39,298.92,298.39,298.39,1011,95,1011,1008,10000,2.51,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.39,298.92,298.39,298.39,1011,95,1011,1008,10000,2.86,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,298.39,298.74,298.39,298.39,1011,95,1011,1008,10000,2.86,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.74,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.74,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.39,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.39,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.39,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.39,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.92,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.74,298.39,297.74,297.74,1011,95,1011,1008,10000,2.86,29,8.63,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.81,298.74,297.81,297.81,1011,95,1011,1008,10000,2.86,29,8.63,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.81,298.44,297.81,297.81,1011,95,1011,1008,10000,2.51,41,8.63,92,1637686506,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.52,298.91,297.74,297.74,1011,95,1011,1008,10000,2.51,41,8.63,92,1637687127,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.94,298.55,297.74,297.74,1011,95,1011,1008,10000,2.51,41,8.63,92,1637687127,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.52,298.74,297.52,297.52,1011,95,1011,1008,10000,2.51,41,8.63,92,1637687127,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
79.3989,10.8499,804,Clouds,overcast clouds,04n,stations,297.52,298.94,297.52,297.52,1011,95,1011,1008,10000,2.51,41,8.63,92,1637687127,IN,1637628098,1637669777,19800,1265683,Amaravathi,200
