lat,lon,timezone,timezone_offset,current.dt,current.sunrise,current.sunset,current.temp,current.feels_like,current.pressure,current.humidity,current.dew_point,current.uvi,current.clouds,current.visibility,current.wind_speed,current.wind_deg,current.weather.id,current.weather.main,current.weather.description,current.weather.icon,minutely.dt,minutely.precipitation
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973280,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973340,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973400,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973460,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973520,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973580,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973640,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973700,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973760,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973820,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973880,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636973940,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974000,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974060,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974120,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974180,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974240,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974300,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974360,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974420,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974480,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974540,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974600,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974660,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974720,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974780,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974840,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974900,0
17.38,78.48,Asia/Kolkata,19800,1636971345,1636937466,1636978226,301.41,304.18,1009,69,295.18,1.28,75,5000,2.06,120,721,Haze,haze,50d,1636974960,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636974960,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975020,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975080,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975140,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975200,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975260,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975320,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975380,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975440,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975500,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975560,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975620,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975680,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975740,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975800,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975860,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975920,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636975980,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976040,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976100,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976160,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976220,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976280,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976340,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976400,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976460,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976520,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976580,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976640,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976700,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976760,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976820,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976880,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636976940,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977000,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977060,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977120,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977180,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977240,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977300,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977360,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977420,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977480,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977540,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977600,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977660,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977720,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977780,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977840,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977900,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636977960,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636978020,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636978080,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636978140,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636978200,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636978260,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636978320,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636978380,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636978440,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636978500,0
17.38,78.48,Asia/Kolkata,19800,1636974920,1636937466,1636978226,300.41,302.85,1009,74,295.37,0.43,75,5000,2.06,100,721,Haze,haze,50d,1636978560,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636978920,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636978980,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979040,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979100,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979160,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979220,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979280,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979340,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979400,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979460,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979520,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979580,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979640,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979700,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979760,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979820,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979880,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636979940,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980000,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980060,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980120,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980180,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980240,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980300,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980360,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980420,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980480,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980540,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980600,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980660,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980720,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980780,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980840,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980900,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636980960,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981020,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981080,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981140,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981200,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981260,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981320,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981380,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981440,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981500,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981560,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981620,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981680,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981740,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981800,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981860,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981920,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636981980,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636982040,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636982100,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636982160,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636982220,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636982280,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636982340,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636982400,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636982460,0
17.38,78.48,Asia/Kolkata,19800,1636978915,1636937466,1636978226,299.41,299.41,1009,73,294.19,0.06,40,5000,2.06,110,721,Haze,haze,50n,1636982520,0
17.38,78.48,Asia/Kolkata,19800,1636982164,1636937466,1636978226,298.41,299.03,1010,78,294.3,0,40,5000,2.06,100,721,Haze,haze,50n,1636982220,0
17.38,78.48,Asia/Kolkata,19800,1636982164,1636937466,1636978226,298.41,299.03,1010,78,294.3,0,40,5000,2.06,100,721,Haze,haze,50n,1636982280,0
17.38,78.48,Asia/Kolkata,19800,1636982164,1636937466,1636978226,298.41,299.03,1010,78,294.3,0,40,5000,2.06,100,721,Haze,haze,50n,1636982340,0
17.38,78.48,Asia/Kolkata,19800,1636982164,1636937466,1636978226,298.41,299.03,1010,78,294.3,0,40,5000,2.06,100,721,Haze,haze,50n,1636982400,0
17.38,78.48,Asia/Kolkata,19800,1636982164,1636937466,1636978226,298.41,299.03,1010,78,294.3,0,40,5000,2.06,100,721,Haze,haze,50n,1636982460,0
17.38,78.48,Asia/Kolkata,19800,1636982164,1636937466,1636978226,298.41,299.03,1010,78,294.3,0,40,5000,2.06,100,721,Haze,haze,50n,1636982520,0
17.38,78.48,Asia/Kolkata,19800,1636982164,1636937466,1636978226,298.41,299.03,1010,78,294.3,0,40,5000,2.06,100,721,Haze,haze,50n,1636982580,0
17.38,78.48,Asia/Kolkata,19800,1636982164,1636937466,1636978226,298.41,299.03,1010,78,294.3,0,40,5000,2.06,100,721,Haze,haze,50n,1636982640,0
