Area,Epoch Time,Time,Temp in C,Temp in F,Is_Day,Condition,Icon,Code,Wind Speed(mph),Wind Speed(kph),Wind Degree,Wind Direction,Pressure in MB,Pressure in IN,Precipitation in MM,Precipitation in IN,Humidity,Cloud,FeelsLike in C,FeelsLike in F,Windchill in C,Windchill in F,HeatIndex in C,HeatIndex in F,Dewpoint in C,Dewpoint in F,Will_it_rain,Chance_of_rain,Will_it_snow,Chance _of_snow,Visibility in KM,Visibility in Miles,Gust in Mph,Gust in Kph
Lucknow,1637389800,11/20/2021 12:00,28.2,82.8,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,5.1,8.3,279,W,1010,29.84,0,0,29,44,27,80.6,28.2,82.8,27,80.6,8.5,47.3,0,0,0,0,10,6,5.8,9.4
Lucknow,1637393400,11/20/2021 13:00,28,82.4,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,6,9.7,285,WNW,1010,29.82,0,0,30,40,26.9,80.4,28,82.4,26.9,80.4,8.6,47.5,0,1,0,0,10,6,6.9,11.2
Lucknow,1637397000,11/20/2021 14:00,27.8,82,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,6.9,11.2,292,WNW,1009,29.81,0,0,30,36,26.8,80.2,27.8,82,26.8,80.2,8.7,47.7,0,1,0,0,10,6,8.1,13
Lucknow,1637400600,11/20/2021 15:00,27.6,81.7,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,7.8,12.6,299,WNW,1009,29.8,0,0,31,31,26.7,80.1,27.6,81.7,26.7,80.1,8.8,47.8,0,0,0,0,10,6,9.2,14.8
Lucknow,1637404200,11/20/2021 16:00,26.9,80.4,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,6.5,10.4,295,WNW,1009,29.8,0,0,33,25,26.3,79.3,26.9,80.4,26.3,79.3,9,48.1,0,1,0,0,10,6,7.9,12.7
Lucknow,1637407800,11/20/2021 17:00,26.1,79,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5.1,8.3,292,WNW,1009,29.81,0,0,34,19,25.8,78.5,26.1,79,25.8,78.5,9.1,48.4,0,0,0,0,10,6,6.6,10.7
Lucknow,1637411400,11/20/2021 18:00,25.4,77.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.8,6.1,288,WNW,1010,29.81,0,0,36,14,25.4,77.7,25.4,77.7,25.4,77.7,9.3,48.7,0,0,0,0,10,6,5.4,8.6
Lucknow,1637415000,11/20/2021 19:00,24.6,76.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.2,6.7,294,WNW,1010,29.83,0,0,37,12,25,77.1,24.6,76.2,25,77.1,9,48.2,0,0,0,0,10,6,6.6,10.7
Lucknow,1637418600,11/20/2021 20:00,23.7,74.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.5,7.3,300,WNW,1011,29.85,0,0,38,10,24.7,76.4,23.7,74.7,24.7,76.4,8.7,47.7,0,0,0,0,10,6,7.9,12.7
Lucknow,1637422200,11/20/2021 21:00,22.9,73.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.9,7.9,307,NW,1011,29.87,0,0,39,8,24.3,75.7,22.9,73.2,24.3,75.7,8.4,47.1,0,0,0,0,10,6,9.2,14.8
Lucknow,1637425800,11/20/2021 22:00,21.6,70.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.2,8.4,294,WNW,1011,29.87,0,0,56,9,21.6,70.8,21.6,70.8,22.5,72.5,11.3,52.4,0,0,0,0,10,6,9.6,15.5
Lucknow,1637429400,11/20/2021 23:00,20.2,68.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.5,8.9,281,WNW,1012,29.87,0,0,73,10,20.2,68.4,20.2,68.4,20.7,69.3,14.3,57.7,0,0,0,0,10,6,10.1,16.2
Lucknow,1637433000,11/21/2021 0:00,18.9,66,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.8,9.4,268,W,1012,29.87,0,0,90,12,18.9,66,18.9,66,18.9,66,17.2,63,0,0,0,0,10,6,10.5,16.9
Lucknow,1637436600,11/21/2021 1:00,18.8,65.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.9,9.5,277,W,1011,29.86,0,0,87,13,18.8,65.8,18.8,65.8,18.8,65.8,16.5,61.8,0,0,0,0,10,6,10.8,17.4
Lucknow,1637440200,11/21/2021 2:00,18.7,65.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6,9.6,286,WNW,1011,29.86,0,0,84,15,18.7,65.7,18.7,65.7,18.7,65.7,15.9,60.6,0,0,0,0,10,6,11.1,17.9
Lucknow,1637443800,11/21/2021 3:00,18.6,65.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6,9.7,295,WNW,1011,29.85,0,0,80,17,18.6,65.5,18.6,65.5,18.6,65.5,15.2,59.4,0,0,0,0,10,6,11.4,18.4
Lucknow,1637447400,11/21/2021 4:00,18.4,65.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6,9.7,287,WNW,1011,29.86,0,0,76,18,18.4,65.2,18.4,65.2,18.4,65.2,14.2,57.6,0,0,0,0,10,6,11.6,18.7
Lucknow,1637451000,11/21/2021 5:00,18.3,64.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6,9.7,279,W,1012,29.88,0,0,72,19,18.3,64.9,18.3,64.9,18.3,64.9,13.2,55.8,0,0,0,0,10,6,11.9,19.1
Lucknow,1637454600,11/21/2021 6:00,18.1,64.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6,9.7,271,W,1012,29.89,0,0,68,20,18.1,64.6,18.1,64.6,18.1,64.6,12.2,54,0,0,0,0,10,6,12.1,19.4
Lucknow,1637458200,11/21/2021 7:00,19.9,67.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.4,10.3,277,W,1013,29.91,0,0,61,17,19.9,67.9,19.9,67.9,20.4,68.7,11.9,53.4,0,0,0,0,10,6,10.9,17.5
Lucknow,1637461800,11/21/2021 8:00,21.8,71.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.8,10.9,283,WNW,1013,29.93,0,0,53,15,21.8,71.2,21.8,71.2,22.6,72.7,11.5,52.8,0,0,0,0,10,6,9.7,15.6
Lucknow,1637465400,11/21/2021 9:00,23.6,74.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,7.2,11.5,289,WNW,1014,29.94,0,0,46,12,24.9,76.8,23.6,74.5,24.9,76.8,11.2,52.2,0,0,0,0,10,6,8.5,13.7
Lucknow,1637469000,11/21/2021 10:00,26.1,78.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,7.6,12.2,291,WNW,1013,29.92,0,0,41,11,26.7,80.1,26.1,78.9,26.7,80.1,11.6,52.9,0,0,0,0,10,6,8.9,14.4
Lucknow,1637472600,11/21/2021 11:00,28.5,83.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,8.1,13,294,WNW,1012,29.9,0,0,37,9,28.5,83.3,28.5,83.4,28.5,83.3,12.1,53.7,0,0,0,0,10,6,9.4,15.1
Lucknow,1637476200,11/21/2021 12:00,31,87.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,8.5,13.7,296,WNW,1012,29.87,0,0,32,8,30.3,86.5,31,87.8,30.3,86.5,12.5,54.5,0,0,0,0,10,6,9.8,15.8
Lucknow,1637479800,11/21/2021 13:00,30.4,86.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,8.9,14.3,297,WNW,1011,29.85,0,0,32,7,29.6,85.3,30.4,86.7,29.6,85.3,12.1,53.7,0,0,0,0,10,6,10.3,16.6
Lucknow,1637483400,11/21/2021 14:00,29.7,85.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,9.2,14.9,298,WNW,1010,29.84,0,0,33,6,29,84.1,29.7,85.5,29,84.1,11.6,52.9,0,0,0,0,10,6,10.7,17.3
Lucknow,1637487000,11/21/2021 15:00,29.1,84.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,9.6,15.5,299,WNW,1010,29.82,0,0,33,5,28.3,82.9,29.1,84.4,28.3,82.9,11.2,52.2,0,0,0,0,10,6,11.2,18
Lucknow,1637490600,11/21/2021 16:00,28.2,82.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,8.6,13.9,299,WNW,1010,29.83,0,0,35,3,27.6,81.7,28.2,82.8,27.6,81.7,11.2,52.1,0,0,0,0,10,6,10.6,17
Lucknow,1637494200,11/21/2021 17:00,27.3,81.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,7.7,12.4,298,WNW,1011,29.84,0,0,37,2,27,80.5,27.3,81.1,27,80.5,11.1,52,0,0,0,0,10,6,10,16.1
Lucknow,1637497800,11/21/2021 18:00,26.4,79.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.7,10.8,298,WNW,1011,29.85,0,0,38,0,26.3,79.3,26.4,79.5,26.3,79.3,11.1,52,0,0,0,0,10,6,9.4,15.1
Lucknow,1637501400,11/21/2021 19:00,24.9,76.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.3,10.2,296,WNW,1011,29.87,0,0,38,0,25.5,77.9,24.9,76.8,25.5,77.9,9.7,49.5,0,0,0,0,10,6,10.1,16.3
Lucknow,1637505000,11/21/2021 20:00,23.3,74,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6,9.6,294,WNW,1012,29.88,0,0,38,0,24.7,76.5,23.3,74,24.7,76.5,8.3,46.9,0,0,0,0,10,6,10.9,17.5
Lucknow,1637508600,11/21/2021 21:00,21.8,71.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.6,9,293,WNW,1012,29.89,0,0,38,0,21.8,71.2,21.8,71.2,23.9,75,6.9,44.4,0,0,0,0,10,6,11.6,18.7
Lucknow,1637512200,11/21/2021 22:00,21.4,70.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6,9.7,296,WNW,1012,29.88,0,0,37,1,21.4,70.6,21.4,70.6,22.8,73.1,6.1,43,0,0,0,0,10,6,12.6,20.3
Lucknow,1637515800,11/21/2021 23:00,21.1,69.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.5,10.4,299,WNW,1012,29.87,0,0,36,2,21.1,69.9,21.1,69.9,21.8,71.2,5.4,41.7,0,0,0,0,10,6,13.6,21.8
Lucknow,1637519400,11/22/2021 0:00,20.7,69.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.9,11.2,302,WNW,1011,29.87,0,0,35,3,20.7,69.3,20.7,69.3,20.7,69.3,4.6,40.3,0,0,0,0,10,6,14.5,23.4
Lucknow,1637523000,11/22/2021 1:00,20.1,68.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.8,10.9,306,NW,1011,29.86,0,0,34,2,20.1,68.2,20.1,68.2,20.1,68.2,4,39.2,0,0,0,0,10,6,14.2,22.9
Lucknow,1637526600,11/22/2021 2:00,19.5,67.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.6,10.7,309,NW,1011,29.86,0,0,34,1,19.5,67.1,19.5,67.1,19.5,67.1,3.4,38.1,0,0,0,0,10,6,13.9,22.4
Lucknow,1637530200,11/22/2021 3:00,18.9,66,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.5,10.4,313,NW,1011,29.85,0,0,34,0,18.9,66,18.9,66,18.9,66,2.8,37,0,0,0,0,10,6,13.6,22
Lucknow,1637533800,11/22/2021 4:00,18.4,65.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.3,10.2,307,NW,1011,29.87,0,0,35,0,18.4,65.1,18.4,65.1,18.4,65.1,2.6,36.7,0,0,0,0,10,6,13.3,21.5
Lucknow,1637537400,11/22/2021 5:00,17.9,64.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.2,10,302,WNW,1012,29.88,0,0,35,0,17.9,64.2,17.9,64.2,17.9,64.2,2.4,36.3,0,0,0,0,10,6,13,21
Lucknow,1637541000,11/22/2021 6:00,17.4,63.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6,9.7,296,WNW,1012,29.89,0,0,36,0,17.4,63.3,17.4,63.3,17.4,63.3,2.2,36,0,0,0,0,10,6,12.8,20.5
Lucknow,1637544600,11/22/2021 7:00,19.2,66.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.6,10.6,298,WNW,1013,29.91,0,0,33,0,19.2,66.6,19.2,66.6,19.4,66.9,2.4,36.4,0,0,0,0,10,6,11.6,18.6
Lucknow,1637548200,11/22/2021 8:00,21,69.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,7.1,11.4,299,WNW,1014,29.93,0,0,30,0,21,69.8,21,69.8,21.3,70.4,2.7,36.8,0,0,0,0,10,6,10.4,16.7
Lucknow,1637551800,11/22/2021 9:00,22.8,73,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,7.6,12.2,301,WNW,1014,29.95,0,0,27,0,23.3,73.9,22.8,73,23.3,73.9,2.9,37.2,0,0,0,0,10,6,9.2,14.8
Lucknow,1637555400,11/22/2021 10:00,24.7,76.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,8.4,13.4,299,WNW,1013,29.92,0,0,24,0,24.3,75.8,24.7,76.5,24.3,75.8,2.4,36.3,0,0,0,0,10,6,9.9,16
Lucknow,1637559000,11/22/2021 11:00,26.6,79.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,9.1,14.6,298,WNW,1012,29.89,0,0,20,0,25.4,77.7,26.6,79.9,25.4,77.7,1.8,35.3,0,0,0,0,10,6,10.7,17.2
Lucknow,1637562600,11/22/2021 12:00,28.5,83.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,9.8,15.8,296,WNW,1011,29.87,0,0,17,0,26.4,79.5,28.5,83.3,26.4,79.5,1.3,34.3,0,0,0,0,10,6,11.4,18.4
Lucknow,1637566200,11/22/2021 13:00,28.2,82.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,10.1,16.2,296,WNW,1011,29.85,0,0,18,0,26.2,79.2,28.2,82.8,26.2,79.2,1.4,34.5,0,0,0,0,10,6,11.9,19.2
Lucknow,1637569800,11/22/2021 14:00,28,82.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,10.3,16.6,297,WNW,1010,29.83,0,0,18,0,26,78.8,28,82.3,26,78.8,1.4,34.6,0,0,0,0,10,6,12.5,20
Lucknow,1637573400,11/22/2021 15:00,27.7,81.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,10.5,16.9,297,WNW,1009,29.8,0,0,18,0,25.8,78.4,27.7,81.9,25.8,78.4,1.5,34.7,0,0,0,0,10,6,13,20.9
Lucknow,1637577000,11/22/2021 16:00,26.6,79.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,9.2,14.8,295,WNW,1010,29.82,0,0,21,0,25.2,77.4,26.6,79.9,25.2,77.4,2.4,36.3,0,0,0,0,10,6,11.9,19.2
Lucknow,1637580600,11/22/2021 17:00,25.6,78,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,7.8,12.6,293,WNW,1010,29.83,0,0,24,0,24.7,76.4,25.6,78,24.7,76.4,3.3,37.9,0,0,0,0,10,6,10.9,17.5
Lucknow,1637584200,11/22/2021 18:00,24.5,76.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.5,10.4,291,WNW,1010,29.84,0,0,27,0,24.1,75.4,24.5,76.1,24.1,75.4,4.2,39.6,0,0,0,0,10,6,9.8,15.8
Lucknow,1637587800,11/22/2021 19:00,22.9,73.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.3,10.2,288,WNW,1011,29.85,0,0,28,0,22.6,72.7,22.9,73.2,22.6,72.7,3.2,37.8,0,0,0,0,10,6,10.8,17.4
Lucknow,1637591400,11/22/2021 20:00,21.2,70.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.2,10,285,WNW,1011,29.86,0,0,29,0,21.2,70.2,21.2,70.2,21.1,70,2.3,36.1,0,0,0,0,10,6,11.8,19
Lucknow,1637595000,11/22/2021 21:00,19.6,67.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6,9.7,282,WNW,1011,29.87,0,0,29,0,19.6,67.3,19.6,67.3,19.6,67.3,1.3,34.3,0,0,0,0,10,6,12.8,20.5
Lucknow,1637598600,11/22/2021 22:00,19,66.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.9,9.5,279,W,1011,29.86,0,0,31,0,19,66.3,19,66.3,19,66.3,1.5,34.8,0,0,0,0,10,6,12.4,19.9
Lucknow,1637602200,11/22/2021 23:00,18.5,65.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.7,9.2,277,W,1011,29.86,0,0,33,0,18.5,65.2,18.5,65.2,18.5,65.2,1.8,35.2,0,0,0,0,10,6,12,19.3
Lucknow,1637605800,11/23/2021 0:00,17.9,64.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.6,9,274,W,1011,29.85,0,0,34,0,17.9,64.2,17.9,64.2,17.9,64.2,2,35.6,0,0,0,0,10,6,11.6,18.7
Lucknow,1637609400,11/23/2021 1:00,17.5,63.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.4,8.8,279,W,1011,29.85,0,0,35,0,17.5,63.5,17.5,63.5,17.5,63.5,1.8,35.3,0,0,0,0,10,6,11.3,18.2
Lucknow,1637613000,11/23/2021 2:00,17.1,62.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.3,8.5,283,WNW,1011,29.84,0,0,35,0,17.1,62.8,17.1,62.8,17.1,62.8,1.7,35,0,0,0,0,10,6,11,17.8
Lucknow,1637616600,11/23/2021 3:00,16.7,62.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.1,8.3,288,WNW,1010,29.83,0,0,36,0,16.7,62.1,16.7,62.1,16.7,62.1,1.5,34.7,0,0,0,0,10,6,10.7,17.3
Lucknow,1637620200,11/23/2021 4:00,16.4,61.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.9,7.9,290,WNW,1011,29.85,0,0,36,0,16.4,61.5,16.4,61.5,16.4,61.5,1.2,34.2,0,0,0,0,10,6,10.3,16.6
Lucknow,1637623800,11/23/2021 5:00,16,60.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.7,7.6,293,WNW,1011,29.87,0,0,36,0,16,60.9,16,60.9,16,60.9,1,33.7,0,0,0,0,10,6,9.8,15.8
Lucknow,1637627400,11/23/2021 6:00,15.7,60.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.5,7.2,295,WNW,1012,29.88,0,0,36,0,15.7,60.3,15.7,60.3,15.7,60.3,0.7,33.3,0,0,0,0,10,6,9.4,15.1
Lucknow,1637631000,11/23/2021 7:00,17.6,63.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.4,7.1,299,WNW,1013,29.9,0,0,33,0,17.6,63.7,17.6,63.7,18,64.5,1,33.8,0,0,0,0,10,6,8,12.8
Lucknow,1637634600,11/23/2021 8:00,19.5,67.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.3,7,304,NW,1013,29.92,0,0,30,0,19.5,67.1,19.5,67.1,20.4,68.7,1.3,34.3,0,0,0,0,10,6,6.6,10.6
Lucknow,1637638200,11/23/2021 9:00,21.4,70.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.3,6.8,308,NW,1014,29.94,0,0,27,0,21.4,70.5,21.4,70.5,22.7,72.9,1.6,34.9,0,0,0,0,10,6,5.1,8.3
Lucknow,1637641800,11/23/2021 10:00,23.8,74.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.5,7.2,302,WNW,1013,29.92,0,0,24,0,24,75.1,23.8,74.8,24,75.1,1.9,35.5,0,0,0,0,10,6,5.3,8.5
Lucknow,1637645400,11/23/2021 11:00,26.2,79.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.7,7.6,297,WNW,1013,29.9,0,0,21,0,25.2,77.4,26.2,79.2,25.2,77.4,2.3,36.1,0,0,0,0,10,6,5.4,8.8
Lucknow,1637649000,11/23/2021 12:00,28.6,83.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.9,7.9,291,WNW,1012,29.88,0,0,19,0,26.5,79.7,28.6,83.5,26.5,79.7,2.6,36.7,0,0,0,0,10,6,5.6,9
Lucknow,1637652600,11/23/2021 13:00,28.8,83.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5,8,290,WNW,1011,29.87,0,0,19,0,26.7,80,28.8,83.8,26.7,80,2.7,36.8,0,0,0,0,10,6,5.7,9.1
Lucknow,1637656200,11/23/2021 14:00,28.9,84.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5.1,8.2,289,WNW,1011,29.85,0,0,19,0,26.8,80.3,28.9,84.1,26.8,80.3,2.7,36.9,0,0,0,0,10,6,5.7,9.2
Lucknow,1637659800,11/23/2021 15:00,29.1,84.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5.1,8.3,288,WNW,1010,29.83,0,0,19,0,27,80.6,29.1,84.4,27,80.6,2.8,37,0,0,0,0,10,6,5.8,9.4
Lucknow,1637663400,11/23/2021 16:00,27.3,81.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.9,7.9,294,WNW,1011,29.84,0,0,21,0,25.9,78.7,27.3,81.2,25.9,78.7,3.1,37.6,0,0,0,0,10,6,6.1,9.8
Lucknow,1637667000,11/23/2021 17:00,25.6,78,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.7,7.6,300,WNW,1011,29.85,0,0,24,0,24.9,76.8,25.6,78,24.9,76.8,3.5,38.2,0,0,0,0,10,6,6.4,10.3
Lucknow,1637670600,11/23/2021 18:00,23.8,74.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.5,7.2,307,NW,1011,29.87,0,0,27,0,23.8,74.8,23.8,74.8,23.8,74.8,3.8,38.8,0,0,0,0,10,6,6.7,10.8
Lucknow,1637674200,11/23/2021 19:00,22.3,72.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.3,6.8,315,NW,1012,29.88,0,0,28,0,22.3,72.1,22.3,72.1,22.3,72.1,3.1,37.5,0,0,0,0,10,6,7.2,11.5
Lucknow,1637677800,11/23/2021 20:00,20.7,69.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4,6.5,323,NW,1012,29.9,0,0,30,0,20.7,69.3,20.7,69.3,20.7,69.3,2.3,36.2,0,0,0,0,10,6,7.6,12.2
Lucknow,1637681400,11/23/2021 21:00,19.2,66.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.8,6.1,331,NNW,1013,29.91,0,0,31,0,19.2,66.6,19.2,66.6,19.2,66.6,1.6,34.9,0,0,0,0,10,6,8.1,13
Lucknow,1637685000,11/23/2021 22:00,18.8,65.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.6,5.8,237,WSW,1013,29.91,0,0,32,0,18.8,65.8,18.8,65.8,18.8,65.8,1.6,34.9,0,0,0,0,10,6,7.5,12.1
Lucknow,1637688600,11/23/2021 23:00,18.4,65.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.4,5.4,143,SE,1013,29.91,0,0,32,0,18.4,65.1,18.4,65.1,18.4,65.1,1.7,35,0,0,0,0,10,6,7,11.3
