City,Temperature,Pressure,Humidity,Wind speed,Wind gust,Cloudiness Percentage,Weather status,Time
"Chennai","302.02","1013","84","3.09","0","20","Clouds",2021-11-23 18:20:07
"Chennai","302.02","1013","84","3.09","0","20","Clouds",2021-11-23 18:25:07
"Chennai","302.02","1013","84","3.09","0","20","Clouds",2021-11-23 18:30:07
"Chennai","302.02","1013","84","3.09","0","20","Clouds",2021-11-23 18:35:07
"Chennai","301.46","1014","86","2.06","0","20","Clouds",2021-11-23 19:35:02
"Chennai","301.46","1014","86","2.06","0","20","Clouds",2021-11-23 19:35:07
"Chennai","301.46","1014","86","2.06","0","20","Clouds",2021-11-23 19:40:06
"Chennai","301.46","1014","86","1.54","0","40","Clouds",2021-11-23 19:45:07
"Chennai","301.46","1014","86","1.54","0","40","Clouds",2021-11-23 19:50:07
"Chennai","301.46","1014","86","1.54","0","40","Clouds",2021-11-23 19:55:07
"Chennai","301.46","1014","86","1.54","0","40","Clouds",2021-11-23 20:00:07
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 20:05:07
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 20:10:06
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 20:15:06
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 20:20:07
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 20:25:07
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 20:30:07
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 20:35:07
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 20:40:06
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 20:45:06
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 20:50:06
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 20:55:06
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 21:00:07
"Chennai","301.46","1015","87","1.54","0","40","Clouds",2021-11-23 21:05:06
"Chennai","302.02","1015","86","1.54","0","40","Clouds",2021-11-23 21:10:06
"Chennai","302.02","1015","86","1.54","0","40","Clouds",2021-11-23 21:15:06
"Chennai","302.02","1015","86","1.54","0","40","Clouds",2021-11-23 21:20:06
"Chennai","302.02","1015","86","1.54","0","40","Clouds",2021-11-23 21:25:06
"Chennai","302.02","1015","86","1.54","0","40","Clouds",2021-11-23 21:30:06
"Chennai","302.02","1015","86","1.54","0","40","Clouds",2021-11-23 21:35:07
"Chennai","302.02","1015","86","1.03","0","40","Clouds",2021-11-23 21:40:07
"Chennai","302.02","1015","86","1.03","0","40","Clouds",2021-11-23 21:45:07
"Chennai","302.02","1015","86","1.03","0","40","Rain",2021-11-23 21:50:07
"Chennai","302.02","1015","86","1.03","0","40","Rain",2021-11-23 21:55:07
"Chennai","302.02","1015","86","1.03","0","40","Rain",2021-11-23 22:00:06
"Chennai","302.02","1015","86","1.03","0","40","Clouds",2021-11-23 22:05:07
"Chennai","302.02","1015","86","1.03","0","40","Clouds",2021-11-23 22:10:07
