location.name,current.last_updated_epoch,current.last_updated,current.temp_c,current.condition.text,current.wind_mph,current.pressure_in,current.precip_mm,current.humidity
Mumbai,1630431680,31-08-2021 23:00,26,Moderate or heavy rain shower,6.9,29.71,0.7,100
Mumbai,1630454374,01-09-2021 05:15,27,Light rain,4.3,29.65,1.3,100
Mumbai,1630455276,01-09-2021 04:30,27,Light rain,4.3,29.65,1.3,100
Mumbai,1630456177,01-09-2021 05:45,27,Light rain,4.3,29.65,1.3,100
Mumbai,1630457078,01-09-2021 06:00,26,Moderate rain at times,17.4,29.65,0.4,100
Mumbai,1630457978,01-09-2021 06:15,26,Moderate rain at times,17.4,29.65,0.4,100
Mumbai,1630458879,01-09-2021 05:30,26,Moderate rain at times,17.4,29.65,0.4,100
Mumbai,1630459780,01-09-2021 06:45,27,Light rain,11.9,29.68,0.4,94
Mumbai,1630460682,01-09-2021 07:00,27,Light rain,11.9,29.68,0.3,94
Mumbai,1630464419,01-09-2021 08:15,27,Light rain,8.1,29.71,2.2,94
Mumbai,1630465320,01-09-2021 07:30,27,Light rain,8.1,29.71,2.2,94
Mumbai,1630466221,01-09-2021 08:45,28,Light rain,6.9,29.71,2.2,89
Mumbai,1630467122,01-09-2021 09:00,28,Light rain,6.9,29.71,0.8,89
Mumbai,1630468022,01-09-2021 09:15,28,Mist,8.1,29.74,0.8,89
Mumbai,1630468923,01-09-2021 08:30,28,Mist,8.1,29.74,0.8,89
Mumbai,1630469824,01-09-2021 08:30,28,Mist,8.1,29.74,0.8,89
Mumbai,1630470725,01-09-2021 10:00,28,Mist,8.1,29.74,0.9,89
Mumbai,1630471625,01-09-2021 10:15,28,Mist,10.5,29.74,0.9,89
Mumbai,1630472526,01-09-2021 09:30,28,Mist,10.5,29.74,0.9,89
Mumbai,1630473427,01-09-2021 09:30,28,Mist,10.5,29.74,0.9,89
Mumbai,1630474327,01-09-2021 11:00,28,Mist,10.5,29.74,3.1,89
Mumbai,1630475228,01-09-2021 11:15,29,Mist,11.9,29.74,3.1,84
Mumbai,1630476129,01-09-2021 10:30,29,Mist,11.9,29.74,3.1,84
Mumbai,1630477030,01-09-2021 11:45,29,Mist,9.4,29.74,3.1,84
Mumbai,1630477931,01-09-2021 12:00,29,Mist,9.4,29.74,1,84
Mumbai,1630478832,01-09-2021 12:00,29,Mist,9.4,29.74,1,84
Mumbai,1630479733,01-09-2021 11:30,29,Mist,10.5,29.71,1,84
Mumbai,1630480633,01-09-2021 12:45,30,Mist,12.5,29.71,1,79
Mumbai,1630491614,01-09-2021 15:45,28,Mist,9.4,29.65,0.4,89
Mumbai,1630492515,01-09-2021 16:00,28,Mist,9.4,29.65,0.4,89
Mumbai,1630493416,01-09-2021 16:15,29,Mist,11.9,29.65,0.4,84
Mumbai,1630494317,01-09-2021 15:30,29,Mist,11.9,29.65,0.4,84
Mumbai,1630495218,01-09-2021 16:45,29,Mist,12.5,29.65,0.4,84
Mumbai,1630496119,01-09-2021 17:00,29,Mist,12.5,29.65,1.8,84
Mumbai,1630497020,01-09-2021 17:15,29,Mist,12.5,29.65,1.8,84
Mumbai,1630497921,01-09-2021 16:30,29,Mist,12.5,29.65,1.8,84
Mumbai,1630498821,01-09-2021 17:45,29,Mist,13.6,29.65,1.8,79
Mumbai,1630499722,01-09-2021 18:00,29,Mist,13.6,29.65,0.2,79
Mumbai,1630500623,01-09-2021 18:15,28,Light rain,10.5,29.65,0.2,84
Mumbai,1630501525,01-09-2021 17:30,28,Light rain,10.5,29.65,0.2,84
Mumbai,1630502425,01-09-2021 18:45,28,Moderate or heavy rain shower,10.5,29.65,0.2,84
Mumbai,1630503326,01-09-2021 19:00,28,Moderate or heavy rain shower,10.5,29.65,0.7,84
Mumbai,1630504227,01-09-2021 19:15,27,Heavy rain,12.5,29.68,0.7,89
Mumbai,1630505128,01-09-2021 18:30,27,Heavy rain,12.5,29.68,0.7,89
Mumbai,1630506028,01-09-2021 19:45,27,Light rain,6.9,29.68,0.7,89
Mumbai,1630507637,01-09-2021 20:15,26,Light rain,5.6,29.68,2.5,94
Mumbai,1630508537,01-09-2021 19:30,26,Light rain,5.6,29.68,2.5,94
Mumbai,1630510389,01-09-2021 21:00,27,Light rain,4.3,29.71,0.9,89
