Date,time,close,open,price,volume,valueChange,percentageChange,nifty50
23-11-2021,12:21:06,75657.6,75800,76315,4738,515,0.679419525,17457.6
23-11-2021,12:22:05,75657.6,75800,76320,4746,520,0.686015831,17447.5
23-11-2021,12:23:05,75657.6,75800,76324.8,4760,524.8,0.692348285,17444.3
23-11-2021,12:24:05,75657.6,75800,76299.6,4767,499.6,0.659102902,17427.7
23-11-2021,12:25:05,75657.6,75800,76190,4783,390,0.514511873,17417.9
23-11-2021,12:26:05,75657.6,75800,76190,4788,390,0.514511873,17417.15
23-11-2021,12:27:05,75657.6,75800,76245.5,4790,445.5,0.587730871,17410.55
23-11-2021,12:28:05,75657.6,75800,76160,4821,360,0.474934037,17425.2
23-11-2021,12:29:05,75657.6,75800,76217.65,4838,417.65,0.550989446,17431.35
23-11-2021,12:30:05,75657.6,75800,76250,4842,450,0.593667546,17431
23-11-2021,12:31:05,75657.6,75800,76284.95,4846,484.95,0.639775726,17430.75
23-11-2021,12:32:05,75657.6,75800,76240,4851,440,0.580474934,17415.95
23-11-2021,12:33:05,75657.6,75800,76295,4854,495,0.653034301,17438.3
23-11-2021,12:34:05,75657.6,75800,76269.8,4876,469.8,0.619788918,17430.65
23-11-2021,12:35:05,75657.6,75800,76268,4880,468,0.617414248,17424.45
23-11-2021,12:36:05,75657.6,75800,76300,4888,500,0.659630607,17424.4
23-11-2021,12:37:05,75657.6,75800,76299,4890,499,0.658311346,17420.4
23-11-2021,12:38:05,75657.6,75800,76250.05,4893,450.05,0.593733509,17412.4
23-11-2021,12:39:05,75657.6,75800,76250.05,4893,450.05,0.593733509,17421
23-11-2021,12:40:05,75657.6,75800,76300,4896,500,0.659630607,17425.9
23-11-2021,12:41:06,75657.6,75800,76250.05,4903,450.05,0.593733509,17414.95
23-11-2021,12:42:05,75657.6,75800,76250,4941,450,0.593667546,17414.5
23-11-2021,12:43:05,75657.6,75800,76255,4944,455,0.600263852,17414.1
23-11-2021,12:44:05,75657.6,75800,76250,4964,450,0.593667546,17410.75
23-11-2021,12:45:05,75657.6,75800,76216.6,4965,416.6,0.549604222,17410.65
23-11-2021,12:46:05,75657.6,75800,76174,4964,374,0.493403694,17414.55
23-11-2021,12:47:05,75657.6,75800,76248.95,4969,448.95,0.592282322,17414.7
23-11-2021,12:48:05,75657.6,75800,76223.95,4981,423.95,0.559300792,17401.2
23-11-2021,12:49:05,75657.6,75800,76216.6,4983,416.6,0.549604222,17404.5
23-11-2021,12:50:05,75657.6,75800,76177.75,4987,377.75,0.498350923,17403.55
23-11-2021,12:51:05,75657.6,75800,76223.95,4998,423.95,0.559300792,17413.7
23-11-2021,12:52:05,75657.6,75800,76224,4999,424,0.559366755,17421
23-11-2021,12:53:06,75657.6,75800,76248.95,5010,448.95,0.592282322,17420.25
23-11-2021,12:54:05,75657.6,75800,76248.95,5010,448.95,0.592282322,17426.05
23-11-2021,12:55:05,75657.6,75800,76249,5020,449,0.592348285,17429.5
23-11-2021,12:56:05,75657.6,75800,76249,5023,449,0.592348285,17426.85
23-11-2021,12:57:05,75657.6,75800,76216,5033,416,0.548812665,17431.95
23-11-2021,12:58:05,75657.6,75800,76218.35,5036,418.35,0.551912929,17430.05
23-11-2021,12:59:05,75657.6,75800,76205.75,5040,405.75,0.535290237,17432.4
23-11-2021,13:00:05,75657.6,75800,76205.75,5041,405.75,0.535290237,17436.85
23-11-2021,13:01:05,75657.6,75800,76205.75,5041,405.75,0.535290237,17436.4
23-11-2021,13:02:05,75657.6,75800,76225,5044,425,0.560686016,17444.75
23-11-2021,13:03:05,75657.6,75800,76200,5050,400,0.527704485,17442.4
23-11-2021,13:04:06,75657.6,75800,76200,5064,400,0.527704485,17435
23-11-2021,13:05:05,75657.6,75800,76174,5071,374,0.493403694,17429.95
23-11-2021,13:06:05,75657.6,75800,76174,5077,374,0.493403694,17426.4
23-11-2021,13:07:05,75657.6,75800,76148,5080,348,0.459102902,17432.65
