Timestamp,lastPrice,change,pChange,open,close,vwap,pPriceBrand,basePrice,Date,Time
2021-11-15 14:47:00.813329+05:30,107.15,-1.3,-1.198709083,110.25,108.45,107.46,5,108.45,15-11-2021,14:47:00
2021-11-15 14:57:03.469969+05:30,107.7,-0.75,-0.691562932,110.25,108.45,107.47,5,108.45,15-11-2021,14:57:03
2021-11-15 15:07:04.258792+05:30,107.35,-1.1,-1.014292301,110.25,108.45,107.47,5,108.45,15-11-2021,15:07:04
2021-11-15 15:17:05.705149+05:30,107.1,-1.35,-1.244813278,110.25,108.45,107.46,5,108.45,15-11-2021,15:17:05
2021-11-15 15:27:06.774373+05:30,107.1,-1.35,-1.244813278,110.25,108.45,107.45,5,108.45,15-11-2021,15:27:06
2021-11-15 15:37:07.751014+05:30,107.15,-1.3,-1.198709083,110.25,108.45,107.44,5,108.45,15-11-2021,15:37:07
2021-11-15 20:21:24.375483+05:30,107.15,-1.3,-1.198709083,110.25,107.15,107.44,5,108.45,15-11-2021,20:21:24
2021-11-16 09:36:08.504262+05:30,107.85,0.7,0.653289781,107.6,107.15,108.27,5,107.15,16-11-2021,09:36:08
2021-11-16 09:46:09.966634+05:30,108.05,0.9,0.839944004,107.6,107.15,108.16,5,107.15,16-11-2021,09:46:09
2021-11-16 09:56:09.766847+05:30,108.1,0.95,0.886607559,107.6,107.15,108.17,5,107.15,16-11-2021,09:56:09
2021-11-16 10:06:17.653030+05:30,108.6,1.45,1.353243117,107.6,107.15,108.21,5,107.15,16-11-2021,10:06:17
2021-11-16 10:27:06.562368+05:30,107.85,0.7,0.653289781,107.6,107.15,108.39,5,107.15,16-11-2021,10:27:06
2021-11-16 10:37:07.432599+05:30,108.15,1,0.933271115,107.6,107.15,108.38,5,107.15,16-11-2021,10:37:07
2021-11-16 10:47:09.488060+05:30,108.1,0.95,0.886607559,107.6,107.15,108.37,5,107.15,16-11-2021,10:47:09
2021-11-16 10:57:10.895460+05:30,107.85,0.7,0.653289781,107.6,107.15,108.36,5,107.15,16-11-2021,10:57:10
2021-11-16 11:07:12.419268+05:30,107.6,0.45,0.419972002,107.6,107.15,108.34,5,107.15,16-11-2021,11:07:12
2021-11-16 11:17:13.345274+05:30,107.35,0.2,0.186654223,107.6,107.15,108.3,5,107.15,16-11-2021,11:17:13
2021-11-16 11:27:15.672805+05:30,107.5,0.35,0.32664489,107.6,107.15,108.26,5,107.15,16-11-2021,11:27:15
2021-11-16 11:52:21.773077+05:30,107.7,0.55,0.513299113,107.6,107.15,108.2,5,107.15,16-11-2021,11:52:21
2021-11-16 12:02:22.007414+05:30,107.65,0.5,0.466635558,107.6,107.15,108.2,5,107.15,16-11-2021,12:02:22
2021-11-16 12:12:25.334456+05:30,107.3,0.15,0.139990667,107.6,107.15,108.19,5,107.15,16-11-2021,12:12:25
2021-11-16 12:22:28.836859+05:30,107.45,0.3,0.279981335,107.6,107.15,108.17,5,107.15,16-11-2021,12:22:28
2021-11-16 12:32:29.907992+05:30,107.5,0.35,0.32664489,107.6,107.15,108.16,5,107.15,16-11-2021,12:32:29
2021-11-16 12:42:30.468843+05:30,107.4,0.25,0.233317779,107.6,107.15,108.15,5,107.15,16-11-2021,12:42:30
2021-11-16 12:52:31.949472+05:30,107.6,0.45,0.419972002,107.6,107.15,108.14,5,107.15,16-11-2021,12:52:31
2021-11-16 13:02:33.548125+05:30,107.4,0.25,0.233317779,107.6,107.15,108.12,5,107.15,16-11-2021,13:02:33
2021-11-16 13:12:33.971597+05:30,107.55,0.4,0.373308446,107.6,107.15,108.11,5,107.15,16-11-2021,13:12:33
2021-11-16 13:44:24.786765+05:30,107.6,0.45,0.419972002,107.6,107.15,108.09,5,107.15,16-11-2021,13:44:24
2021-11-16 13:54:23.495250+05:30,107.6,0.45,0.419972002,107.6,107.15,108.08,5,107.15,16-11-2021,13:54:23
2021-11-16 14:04:24.322785+05:30,108.2,1.05,0.979934671,107.6,107.15,108.07,5,107.15,16-11-2021,14:04:24
2021-11-16 14:14:25.825601+05:30,107.3,0.15,0.139990667,107.6,107.15,108.05,5,107.15,16-11-2021,14:14:25
2021-11-16 14:24:27.877495+05:30,107.05,-0.1,-0.093327112,107.6,107.15,108.02,5,107.15,16-11-2021,14:24:27
2021-11-16 14:34:29.719402+05:30,106.95,-0.2,-0.186654223,107.6,107.15,107.98,5,107.15,16-11-2021,14:34:29
2021-11-16 14:49:12.518225+05:30,107.05,-0.1,-0.093327112,107.6,107.15,107.94,5,107.15,16-11-2021,14:49:12
2021-11-16 15:09:13.344113+05:30,107,-0.15,-0.139990667,107.6,107.15,107.87,5,107.15,16-11-2021,15:09:13
2021-11-16 15:19:13.799721+05:30,106.65,-0.5,-0.466635558,107.6,107.15,107.83,5,107.15,16-11-2021,15:19:13
2021-11-16 15:29:14.473824+05:30,106.5,-0.65,-0.606626225,107.6,107.15,107.71,5,107.15,16-11-2021,15:29:14
2021-11-16 15:39:15.595547+05:30,106.6,-0.55,-0.513299113,107.6,107.15,107.71,5,107.15,16-11-2021,15:39:15
2021-11-16 20:13:38.955486+05:30,106.6,-0.55,-0.513299113,107.6,106.75,107.71,5,107.15,16-11-2021,20:13:38
2021-11-17 09:41:03.315622+05:30,107.25,0.5,0.468384075,106.5,106.75,107.03,5,106.75,17-11-2021,09:41:03
2021-11-17 09:51:06.642058+05:30,107.2,0.45,0.421545667,106.5,106.75,107.05,5,106.75,17-11-2021,09:51:06
2021-11-17 10:01:08.026791+05:30,107.3,0.55,0.515222482,106.5,106.75,107.06,5,106.75,17-11-2021,10:01:08
2021-11-17 10:11:09.338760+05:30,107,0.25,0.234192037,106.5,106.75,107.05,5,106.75,17-11-2021,10:11:09
2021-11-17 10:21:11.300872+05:30,106.75,0,0,106.5,106.75,107.04,5,106.75,17-11-2021,10:21:11
2021-11-17 10:31:12.446361+05:30,106.95,0.2,0.18735363,106.5,106.75,107.02,5,106.75,17-11-2021,10:31:12
2021-11-17 10:47:47.383268+05:30,106.4,-0.35,-0.327868852,106.5,106.75,106.97,5,106.75,17-11-2021,10:47:47
2021-11-17 10:57:47.273357+05:30,106.25,-0.5,-0.468384075,106.5,106.75,106.8,5,106.75,17-11-2021,10:57:47
2021-11-17 11:07:49.875991+05:30,105.95,-0.8,-0.74941452,106.5,106.75,106.72,5,106.75,17-11-2021,11:07:49
2021-11-17 11:17:50.617351+05:30,105.95,-0.8,-0.74941452,106.5,106.75,106.67,5,106.75,17-11-2021,11:17:50
2021-11-17 11:27:51.866058+05:30,105.5,-1.25,-1.170960187,106.5,106.75,106.59,5,106.75,17-11-2021,11:27:51
2021-11-17 11:37:52.954435+05:30,105.75,-1,-0.93676815,106.5,106.75,106.54,5,106.75,17-11-2021,11:37:52
2021-11-17 11:47:54.639624+05:30,105.6,-1.15,-1.077283372,106.5,106.75,106.5,5,106.75,17-11-2021,11:47:54
2021-11-17 11:57:56.010780+05:30,105.5,-1.25,-1.170960187,106.5,106.75,106.46,5,106.75,17-11-2021,11:57:56
2021-11-17 12:07:56.688605+05:30,105.45,-1.3,-1.217798595,106.5,106.75,106.43,5,106.75,17-11-2021,12:07:56
2021-11-17 12:17:58.722787+05:30,105.25,-1.5,-1.405152225,106.5,106.75,106.4,5,106.75,17-11-2021,12:17:58
2021-11-17 12:28:00.197674+05:30,105.45,-1.3,-1.217798595,106.5,106.75,106.39,5,106.75,17-11-2021,12:28:00
2021-11-17 12:38:00.614596+05:30,105.7,-1.05,-0.983606557,106.5,106.75,106.37,5,106.75,17-11-2021,12:38:00
2021-11-17 12:48:02.301323+05:30,105.75,-1,-0.93676815,106.5,106.75,106.35,5,106.75,17-11-2021,12:48:02
2021-11-17 12:58:03.284979+05:30,105.7,-1.05,-0.983606557,106.5,106.75,106.34,5,106.75,17-11-2021,12:58:03
2021-11-17 13:08:04.847244+05:30,105.8,-0.95,-0.889929742,106.5,106.75,106.32,5,106.75,17-11-2021,13:08:04
2021-11-17 13:18:11.041337+05:30,105.9,-0.85,-0.796252927,106.5,106.75,106.31,5,106.75,17-11-2021,13:18:11
2021-11-17 13:28:12.453800+05:30,105.25,-1.5,-1.405152225,106.5,106.75,106.21,5,106.75,17-11-2021,13:28:12
2021-11-17 13:52:23.042106+05:30,104.8,-1.95,-1.826697892,106.5,106.75,106.09,5,106.75,17-11-2021,13:52:23
2021-11-17 14:02:23.640360+05:30,104.9,-1.85,-1.733021077,106.5,106.75,106.05,5,106.75,17-11-2021,14:02:23
2021-11-17 14:12:56.035084+05:30,104.75,-2,-1.8735363,106.5,106.75,105.99,5,106.75,17-11-2021,14:12:56
2021-11-17 14:22:57.084944+05:30,104.6,-2.15,-2.014051522,106.5,106.75,105.91,5,106.75,17-11-2021,14:22:57
2021-11-17 14:32:58.526758+05:30,104.5,-2.25,-2.107728337,106.5,106.75,105.87,5,106.75,17-11-2021,14:32:58
2021-11-17 14:43:01.630744+05:30,104.85,-1.9,-1.779859485,106.5,106.75,105.8,5,106.75,17-11-2021,14:43:01
2021-11-17 14:53:07.068945+05:30,104.75,-2,-1.8735363,106.5,106.75,105.78,5,106.75,17-11-2021,14:53:07
2021-11-17 15:03:08.275612+05:30,104.6,-2.15,-2.014051522,106.5,106.75,105.72,5,106.75,17-11-2021,15:03:08
2021-11-17 15:13:09.457717+05:30,104.2,-2.55,-2.388758782,106.5,106.75,105.63,5,106.75,17-11-2021,15:13:09
2021-11-17 15:23:11.129731+05:30,104.35,-2.4,-2.24824356,106.5,106.75,105.56,5,106.75,17-11-2021,15:23:11
2021-11-17 15:33:11.844973+05:30,104.5,-2.25,-2.107728337,106.5,106.75,105.51,5,106.75,17-11-2021,15:33:11
2021-11-17 23:37:07.145576+05:30,104.5,-2.25,-2.107728337,106.5,104.3,105.51,5,106.75,17-11-2021,23:37:07
2021-11-18 09:31:17.756773+05:30,104.7,0.4,0.383509108,105,104.3,105.06,5,104.3,18-11-2021,09:31:17
2021-11-18 09:41:19.518961+05:30,104,-0.3,-0.287631831,105,104.3,104.56,5,104.3,18-11-2021,09:41:19
2021-11-18 09:51:20.594129+05:30,104.8,0.5,0.479386385,105,104.3,104.55,5,104.3,18-11-2021,09:51:20
2021-11-18 10:01:21.298194+05:30,104.3,0,0,105,104.3,104.56,5,104.3,18-11-2021,10:01:21
2021-11-18 10:11:22.496834+05:30,103.85,-0.45,-0.431447747,105,104.3,104.47,5,104.3,18-11-2021,10:11:22
2021-11-18 10:21:23.553060+05:30,103,-1.3,-1.246404602,105,104.3,104.27,5,104.3,18-11-2021,10:21:23
2021-11-18 10:31:24.339344+05:30,103,-1.3,-1.246404602,105,104.3,104.02,5,104.3,18-11-2021,10:31:24
2021-11-18 10:41:25.442822+05:30,102.6,-1.7,-1.62991371,105,104.3,103.91,5,104.3,18-11-2021,10:41:25
2021-11-18 10:51:26.262595+05:30,101.65,-2.65,-2.540747843,105,104.3,103.62,5,104.3,18-11-2021,10:51:26
2021-11-18 11:01:27.599648+05:30,102.85,-1.45,-1.390220518,105,104.3,103.46,5,104.3,18-11-2021,11:01:27
2021-11-18 11:11:28.564360+05:30,102.75,-1.55,-1.486097795,105,104.3,103.42,5,104.3,18-11-2021,11:11:28
2021-11-18 11:21:29.244995+05:30,102.6,-1.7,-1.62991371,105,104.3,103.4,5,104.3,18-11-2021,11:21:29
2021-11-18 11:31:29.903087+05:30,103.25,-1.05,-1.006711409,105,104.3,103.39,5,104.3,18-11-2021,11:31:29
2021-11-18 11:41:30.438583+05:30,102.7,-1.6,-1.534036433,105,104.3,103.38,5,104.3,18-11-2021,11:41:30
2021-11-18 11:51:32.970768+05:30,102.9,-1.4,-1.342281879,105,104.3,103.36,5,104.3,18-11-2021,11:51:32
2021-11-18 12:01:33.685889+05:30,102.85,-1.45,-1.390220518,105,104.3,103.35,5,104.3,18-11-2021,12:01:33
2021-11-18 12:11:35.139319+05:30,102.85,-1.45,-1.390220518,105,104.3,103.34,5,104.3,18-11-2021,12:11:35
2021-11-18 12:21:36.304628+05:30,102.9,-1.4,-1.342281879,105,104.3,103.33,5,104.3,18-11-2021,12:21:36
2021-11-18 12:31:37.758963+05:30,102.8,-1.5,-1.438159156,105,104.3,103.31,5,104.3,18-11-2021,12:31:37
2021-11-18 12:41:39.091671+05:30,102.6,-1.7,-1.62991371,105,104.3,103.29,5,104.3,18-11-2021,12:41:39
2021-11-18 12:51:40.209766+05:30,102.85,-1.45,-1.390220518,105,104.3,103.28,5,104.3,18-11-2021,12:51:40
2021-11-18 13:01:42.592230+05:30,102.95,-1.35,-1.294343241,105,104.3,103.27,5,104.3,18-11-2021,13:01:42
2021-11-18 13:11:43.519447+05:30,103.05,-1.25,-1.198465964,105,104.3,103.27,5,104.3,18-11-2021,13:11:43
2021-11-18 13:21:45.178496+05:30,103.25,-1.05,-1.006711409,105,104.3,103.27,5,104.3,18-11-2021,13:21:45
2021-11-18 13:31:48.347935+05:30,104,-0.3,-0.287631831,105,104.3,103.29,5,104.3,18-11-2021,13:31:48
2021-11-18 13:41:49.589841+05:30,104,-0.3,-0.287631831,105,104.3,103.29,5,104.3,18-11-2021,13:41:49
2021-11-18 13:51:52.534073+05:30,104,-0.3,-0.287631831,105,104.3,103.3,5,104.3,18-11-2021,13:51:52
2021-11-18 14:01:53.638810+05:30,104,-0.3,-0.287631831,105,104.3,103.31,5,104.3,18-11-2021,14:01:53
2021-11-18 14:11:54.830593+05:30,103.85,-0.45,-0.431447747,105,104.3,103.32,5,104.3,18-11-2021,14:11:54
2021-11-18 14:21:56.504194+05:30,103.9,-0.4,-0.383509108,105,104.3,103.33,5,104.3,18-11-2021,14:21:56
2021-11-18 14:31:57.776840+05:30,103.35,-0.95,-0.910834132,105,104.3,103.33,5,104.3,18-11-2021,14:31:57
2021-11-18 14:42:00.768517+05:30,103.3,-1,-0.958772771,105,104.3,103.33,5,104.3,18-11-2021,14:42:00
2021-11-18 14:52:02.137789+05:30,103.55,-0.75,-0.719079578,105,104.3,103.33,5,104.3,18-11-2021,14:52:02
2021-11-18 15:02:03.458682+05:30,103.35,-0.95,-0.910834132,105,104.3,103.33,5,104.3,18-11-2021,15:02:03
2021-11-18 15:12:04.817095+05:30,102.8,-1.5,-1.438159156,105,104.3,103.32,5,104.3,18-11-2021,15:12:04
2021-11-18 15:22:04.593295+05:30,102.7,-1.6,-1.534036433,105,104.3,103.3,5,104.3,18-11-2021,15:22:04
2021-11-18 15:32:05.587417+05:30,103.25,-1.05,-1.006711409,105,104.3,103.27,5,104.3,18-11-2021,15:32:05
2021-11-18 20:21:00.858653+05:30,103.25,-1.05,-1.006711409,105,102.9,103.27,5,104.3,18-11-2021,20:21:00
2021-11-22 09:35:09.876093+05:30,102.05,-0.85,-0.826044704,102.9,102.9,101.7,5,102.9,22-11-2021,09:35:09
2021-11-22 09:45:10.861946+05:30,101.85,-1.05,-1.020408163,102.9,102.9,101.79,5,102.9,22-11-2021,09:45:10
2021-11-22 09:55:12.101087+05:30,102,-0.9,-0.874635569,102.9,102.9,101.81,5,102.9,22-11-2021,09:55:12
2021-11-22 10:05:16.164057+05:30,101.35,-1.55,-1.506316812,102.9,102.9,101.77,5,102.9,22-11-2021,10:05:16
2021-11-22 10:15:17.953857+05:30,101.45,-1.45,-1.409135083,102.9,102.9,101.73,5,102.9,22-11-2021,10:15:17
2021-11-22 10:25:19.030367+05:30,101.45,-1.45,-1.409135083,102.9,102.9,101.72,5,102.9,22-11-2021,10:25:19
2021-11-22 10:35:19.986506+05:30,101.05,-1.85,-1.797862002,102.9,102.9,101.69,5,102.9,22-11-2021,10:35:19
2021-11-22 10:45:20.907174+05:30,100.8,-2.1,-2.040816327,102.9,102.9,101.62,5,102.9,22-11-2021,10:45:20
2021-11-22 10:55:21.978770+05:30,101.05,-1.85,-1.797862002,102.9,102.9,101.59,5,102.9,22-11-2021,10:55:21
2021-11-22 11:05:22.685781+05:30,100.9,-2,-1.943634597,102.9,102.9,101.56,5,102.9,22-11-2021,11:05:22
2021-11-22 11:15:23.663228+05:30,100.9,-2,-1.943634597,102.9,102.9,101.53,5,102.9,22-11-2021,11:15:23
2021-11-22 11:25:24.892242+05:30,100.85,-2.05,-1.992225462,102.9,102.9,101.5,5,102.9,22-11-2021,11:25:24
2021-11-22 11:35:26.261509+05:30,100.8,-2.1,-2.040816327,102.9,102.9,101.48,5,102.9,22-11-2021,11:35:26
2021-11-22 11:45:27.440501+05:30,100.65,-2.25,-2.186588921,102.9,102.9,101.41,5,102.9,22-11-2021,11:45:27
2021-11-22 11:55:28.470840+05:30,100.6,-2.3,-2.235179786,102.9,102.9,101.39,5,102.9,22-11-2021,11:55:28
2021-11-22 12:05:29.466809+05:30,100.45,-2.45,-2.380952381,102.9,102.9,101.34,5,102.9,22-11-2021,12:05:29
2021-11-22 12:15:30.408305+05:30,100.2,-2.7,-2.623906706,102.9,102.9,101.24,5,102.9,22-11-2021,12:15:30
2021-11-22 12:25:31.579252+05:30,100,-2.9,-2.818270165,102.9,102.9,101.17,5,102.9,22-11-2021,12:25:31
2021-11-22 12:35:35.330791+05:30,99,-3.9,-3.790087464,102.9,102.9,100.93,5,102.9,22-11-2021,12:35:35
2021-11-22 12:45:35.914699+05:30,99.7,-3.2,-3.109815355,102.9,102.9,100.81,5,102.9,22-11-2021,12:45:35
2021-11-22 12:55:36.453096+05:30,100.15,-2.75,-2.67249757,102.9,102.9,100.78,5,102.9,22-11-2021,12:55:36
2021-11-22 13:05:37.257457+05:30,100.35,-2.55,-2.478134111,102.9,102.9,100.76,5,102.9,22-11-2021,13:05:37
2021-11-22 13:15:38.974121+05:30,100.2,-2.7,-2.623906706,102.9,102.9,100.75,5,102.9,22-11-2021,13:15:38
2021-11-22 13:25:40.304449+05:30,100,-2.9,-2.818270165,102.9,102.9,100.74,5,102.9,22-11-2021,13:25:40
2021-11-22 13:35:41.349002+05:30,99.75,-3.15,-3.06122449,102.9,102.9,100.71,5,102.9,22-11-2021,13:35:41
2021-11-22 13:45:42.555957+05:30,99.95,-2.95,-2.86686103,102.9,102.9,100.69,5,102.9,22-11-2021,13:45:42
2021-11-22 13:55:43.684128+05:30,100.3,-2.6,-2.526724976,102.9,102.9,100.67,5,102.9,22-11-2021,13:55:43
2021-11-22 14:05:45.165015+05:30,100.25,-2.65,-2.575315841,102.9,102.9,100.67,5,102.9,22-11-2021,14:05:45
2021-11-22 14:15:46.124731+05:30,100.05,-2.85,-2.7696793,102.9,102.9,100.66,5,102.9,22-11-2021,14:15:46
2021-11-22 14:25:51.109040+05:30,99.7,-3.2,-3.109815355,102.9,102.9,100.64,5,102.9,22-11-2021,14:25:51
2021-11-22 14:35:51.905946+05:30,99.6,-3.3,-3.206997085,102.9,102.9,100.59,5,102.9,22-11-2021,14:35:51
2021-11-22 14:45:53.029955+05:30,100,-2.9,-2.818270165,102.9,102.9,100.57,5,102.9,22-11-2021,14:45:53
2021-11-22 14:55:54.534538+05:30,100.25,-2.65,-2.575315841,102.9,102.9,100.56,5,102.9,22-11-2021,14:55:54
2021-11-22 15:05:56.412751+05:30,101,-1.9,-1.846452867,102.9,102.9,100.56,5,102.9,22-11-2021,15:05:56
2021-11-22 15:15:57.458117+05:30,100.85,-2.05,-1.992225462,102.9,102.9,100.57,5,102.9,22-11-2021,15:15:57
2021-11-22 15:26:00.234948+05:30,100.9,-2,-1.943634597,102.9,102.9,100.58,5,102.9,22-11-2021,15:26:00
2021-11-22 15:36:01.213134+05:30,101.2,-1.7,-1.652089407,102.9,102.9,100.59,5,102.9,22-11-2021,15:36:01
2021-11-22 20:49:13.978451+05:30,101.2,-1.7,-1.652089407,102.9,100.95,100.59,5,102.9,22-11-2021,20:49:13
2021-11-23 09:26:53.790042+05:30,99.85,-1.1,-1.089648341,100.6,100.95,99.46,5,100.95,23-11-2021,09:26:53
2021-11-23 09:36:54.629035+05:30,100.45,-0.5,-0.4952947,100.6,100.95,99.76,5,100.95,23-11-2021,09:36:54
2021-11-23 09:46:55.890099+05:30,103.6,2.65,2.625061912,100.6,100.95,100.54,5,100.95,23-11-2021,09:46:55
2021-11-23 09:56:57.483666+05:30,102.65,1.7,1.684001981,100.6,100.95,101.03,5,100.95,23-11-2021,09:56:57
2021-11-23 10:07:08.551186+05:30,102.9,1.95,1.931649331,100.6,100.95,101.24,5,100.95,23-11-2021,10:07:08
2021-11-23 10:17:09.441514+05:30,102.1,1.15,1.139177811,100.6,100.95,101.32,5,100.95,23-11-2021,10:17:09
