location.name,location.region,location.country,location.lat,location.lon,location.tz_id,location.localtime_epoch,location.localtime,current.last_updated_epoch,current.last_updated,current.temp_c,current.temp_f,current.is_day,current.condition.text,current.condition.icon,current.condition.code,current.wind_mph,current.wind_kph,current.wind_degree,current.wind_dir,current.pressure_mb,current.pressure_in,current.precip_mm,current.precip_in,current.humidity,current.cloud,current.feelslike_c,current.feelslike_f,current.vis_km,current.vis_miles,current.uv,current.gust_mph,current.gust_kph
Vizag,Andhra Pradesh,India,17.7,83.3,Asia/Kolkata,1636647078,11/11/2021 21:41,1636642800,11/11/2021 20:30,24,75.2,0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/night/356.png,1243,14.1,22.7,27,NNE,1010,29.83,2.8,0.11,93,100,26.5,79.7,7,4,1,19.7,31.7
"Vizag","Andhra Pradesh","India",17.7,83.3,"Asia/Kolkata",1636647078,"2021-11-11 21:41",1636642800,"2021-11-11 20:30",24,75.2,0,"Moderate or heavy rain shower","//cdn.weatherapi.com/weather/64x64/night/356.png",1243,14.1,22.7,27,"NNE",1010,29.83,2.8,0.11,93,100,26.5,79.7,7,4,1,19.7,31.7
"Vizag","Andhra Pradesh","India",17.7,83.3,"Asia/Kolkata",1636647078,"2021-11-11 21:41",1636642800,"2021-11-11 20:30",24,75.2,0,"Moderate or heavy rain shower","//cdn.weatherapi.com/weather/64x64/night/356.png",1243,14.1,22.7,27,"NNE",1010,29.83,2.8,0.11,93,100,26.5,79.7,7,4,1,19.7,31.7
"Vizag","Andhra Pradesh","India",17.7,83.3,"Asia/Kolkata",1636647078,"2021-11-11 21:41",1636642800,"2021-11-11 20:30",24,75.2,0,"Moderate or heavy rain shower","//cdn.weatherapi.com/weather/64x64/night/356.png",1243,14.1,22.7,27,"NNE",1010,29.83,2.8,0.11,93,100,26.5,79.7,7,4,1,19.7,31.7
"Vizag","Andhra Pradesh","India",17.7,83.3,"Asia/Kolkata",1636688814,"2021-11-12 9:16",1636688700,"2021-11-12 09:15",24.3,75.7,1,"Moderate or heavy rain shower","//cdn.weatherapi.com/weather/64x64/day/356.png",1243,13.2,21.2,42,"NE",1011,29.86,3.8,0.15,93,100,26.9,80.4,7,4,5,20.1,32.4
"Vizag","Andhra Pradesh","India",17.7,83.3,"Asia/Kolkata",1636690137,"2021-11-12 9:38",1636686000,"2021-11-12 08:30",24.3,75.7,1,"Moderate or heavy rain shower","//cdn.weatherapi.com/weather/64x64/day/356.png",1243,13.2,21.2,42,"NE",1011,29.86,3.8,0.15,93,100,26.9,80.4,7,4,5,20.1,32.4
"Vizag","Andhra Pradesh","India",17.7,83.3,"Asia/Kolkata",1636691036,"2021-11-12 9:53",1636690500,"2021-11-12 09:45",24.3,75.7,1,"Moderate or heavy rain shower","//cdn.weatherapi.com/weather/64x64/day/356.png",1243,13.2,21.2,42,"NE",1011,29.86,3.8,0.15,93,100,26.9,80.4,7,4,5,20.1,32.4
"Vizag","Andhra Pradesh","India",17.7,83.3,"Asia/Kolkata",1636691937,"2021-11-12 10:08",1636691400,"2021-11-12 10:00",24.5,76.1,1,"Light rain shower","//cdn.weatherapi.com/weather/64x64/day/353.png",1240,13.9,22.3,38,"NE",1012,29.87,1.1,0.04,93,100,27.2,81,10,6,5,22.1,35.6
"Vizag","Andhra Pradesh","India",17.7,83.3,"Asia/Kolkata",1636692836,"2021-11-12 10:23",1636692300,"2021-11-12 10:15",24.5,76.1,1,"Light rain shower","//cdn.weatherapi.com/weather/64x64/day/353.png",1240,13.9,22.3,38,"NE",1012,29.87,1.1,0.04,93,100,27.2,81,10,6,5,22.1,35.6
"Vizag","Andhra Pradesh","India",17.7,83.3,"Asia/Kolkata",1636693736,"2021-11-12 10:38",1636689600,"2021-11-12 09:30",24.5,76.1,1,"Light rain shower","//cdn.weatherapi.com/weather/64x64/day/353.png",1240,13.9,22.3,38,"NE",1012,29.87,1.1,0.04,93,100,27.2,81,10,6,5,22.1,35.6
"Vizag","Andhra Pradesh","India",17.7,83.3,"Asia/Kolkata",1636695543,"2021-11-12 11:09",1636695000,"2021-11-12 11:00",24.8,76.6,1,"Light rain shower","//cdn.weatherapi.com/weather/64x64/day/353.png",1240,14.1,22.7,33,"NNE",1011,29.85,1,0.04,92,100,27.6,81.7,10,6,5,23.5,37.8
"Vizag","Andhra Pradesh","India",17.7,83.3,"Asia/Kolkata",1636696469,"2021-11-12 11:24",1636695900,"2021-11-12 11:15",24.8,76.6,1,"Light rain shower","//cdn.weatherapi.com/weather/64x64/day/353.png",1240,14.1,22.7,33,"NNE",1011,29.85,1,0.04,92,100,27.6,81.7,10,6,5,23.5,37.8
