"Date","Day","Time","City","CurrentTemperature","TemperatureFeelsLike","MinimumTemperature","MaximumTemperature","CurrentPressure","CurrentHumidity","WindSpeed","Weather","WeatherDescription"
"19 Nov 2021","Friday","13:28:03","Muscat",27.16,27.28,27.16,27.16,1010,45,3.78,"Clear","clear sky"
"19 Nov 2021","Friday","13:43:03","Muscat",27.16,27.4,27.16,27.16,1010,47,3.29,"Clear","clear sky"
"19 Nov 2021","Friday","13:58:03","Muscat",26.35,26.35,26.35,26.35,1010,47,3.29,"Clear","clear sky"
"19 Nov 2021","Friday","14:13:05","Muscat",27.16,27.4,27.16,27.16,1010,47,3.29,"Clear","clear sky"
"19 Nov 2021","Friday","14:28:06","Muscat",27.16,27.4,27.16,27.16,1010,47,3.29,"Clear","clear sky"
"19 Nov 2021","Friday","14:43:03","Muscat",27.16,27.58,27.16,27.16,1010,50,2.52,"Clear","clear sky"
"19 Nov 2021","Friday","14:58:03","Muscat",26.14,26.14,26.14,26.14,1010,47,3.59,"Clear","clear sky"
"19 Nov 2021","Friday","15:13:03","Muscat",27.16,27.4,27.16,27.16,1010,47,3.59,"Clear","clear sky"
"19 Nov 2021","Friday","20:11:03","Muscat",25.16,25.23,25.16,25.16,1012,58,3.45,"Clear","clear sky"
"19 Nov 2021","Friday","20:26:02","Muscat",25.16,25.23,25.16,25.16,1012,58,3.45,"Clear","clear sky"
"19 Nov 2021","Friday","20:41:02","Muscat",25.16,25.26,25.16,25.16,1012,59,3.32,"Clear","clear sky"
"19 Nov 2021","Friday","20:56:03","Muscat",24.03,23.99,24.03,24.03,1012,58,2.99,"Clear","clear sky"
"19 Nov 2021","Friday","21:11:02","Muscat",24.16,24.13,24.16,24.16,1012,58,2.99,"Clear","clear sky"
"19 Nov 2021","Friday","21:26:02","Muscat",24.16,24.13,24.16,24.16,1012,58,2.99,"Clear","clear sky"
"19 Nov 2021","Friday","21:41:02","Muscat",24.16,24.16,24.16,24.16,1012,59,2.68,"Clear","clear sky"
"19 Nov 2021","Friday","21:56:02","Muscat",23.77,23.73,23.77,23.77,1012,59,2.68,"Clear","clear sky"
"19 Nov 2021","Friday","22:11:03","Muscat",23.77,23.73,23.77,23.77,1012,59,2.68,"Clear","clear sky"
"19 Nov 2021","Friday","22:26:02","Muscat",23.16,23.06,23.16,23.16,1012,59,2.68,"Clear","clear sky"
"19 Nov 2021","Friday","22:41:02","Muscat",23.16,23.06,23.16,23.16,1011,59,2.16,"Clear","clear sky"
"19 Nov 2021","Friday","22:56:02","Muscat",23.54,23.48,23.54,23.54,1011,59,2.16,"Clear","clear sky"
"19 Nov 2021","Friday","23:11:03","Muscat",23.16,23.06,23.16,23.16,1011,59,2.16,"Clear","clear sky"
"19 Nov 2021","Friday","23:26:02","Muscat",23.16,23.06,23.16,23.16,1011,59,2.16,"Clear","clear sky"
"19 Nov 2021","Friday","23:41:02","Muscat",23.16,23.06,23.16,23.16,1011,59,1.67,"Clear","clear sky"
"19 Nov 2021","Friday","23:56:02","Muscat",23.36,23.28,23.36,23.36,1011,59,1.67,"Clear","clear sky"
"20 Nov 2021","Saturday","00:11:03","Muscat",22.16,21.96,22.16,22.16,1011,59,1.67,"Clear","clear sky"
"20 Nov 2021","Saturday","00:26:02","Muscat",22.16,21.96,22.16,22.16,1011,59,1.67,"Clear","clear sky"
"20 Nov 2021","Saturday","00:41:03","Muscat",22.16,21.93,22.16,22.16,1011,58,1.02,"Clear","clear sky"
"20 Nov 2021","Saturday","00:56:02","Muscat",23.17,23.04,23.17,23.17,1011,58,1.02,"Clear","clear sky"
"20 Nov 2021","Saturday","01:11:04","Muscat",22.16,21.93,22.16,22.16,1011,58,1.02,"Clear","clear sky"
"20 Nov 2021","Saturday","01:26:10","Muscat",22.16,21.93,22.16,22.16,1011,58,1.02,"Clear","clear sky"
"20 Nov 2021","Saturday","01:41:04","Muscat",22.16,21.9,22.16,22.16,1011,57,0.77,"Clear","clear sky"
"20 Nov 2021","Saturday","01:56:02","Muscat",23.02,22.85,23.02,23.02,1011,57,0.77,"Clear","clear sky"
"20 Nov 2021","Saturday","02:11:02","Muscat",22.16,21.9,22.16,22.16,1011,57,0.77,"Clear","clear sky"
"20 Nov 2021","Saturday","02:26:02","Muscat",22.16,21.9,22.16,22.16,1011,57,0.77,"Clear","clear sky"
"20 Nov 2021","Saturday","02:41:02","Muscat",22.16,21.9,22.16,22.16,1011,57,0.77,"Clear","clear sky"
"20 Nov 2021","Saturday","02:56:02","Muscat",22.84,22.65,22.84,22.84,1011,57,0.77,"Clear","clear sky"
"20 Nov 2021","Saturday","03:11:02","Muscat",22.84,22.65,22.84,22.84,1011,57,0.77,"Clear","clear sky"
"20 Nov 2021","Saturday","03:26:04","Muscat",22.84,22.65,22.84,22.84,1011,57,0.77,"Clear","clear sky"
"20 Nov 2021","Saturday","03:41:02","Muscat",22.16,21.96,22.16,22.16,1012,59,0.12,"Clear","clear sky"
"20 Nov 2021","Saturday","03:56:02","Muscat",22.73,22.58,22.73,22.73,1012,59,0.12,"Clear","clear sky"
"20 Nov 2021","Saturday","04:11:03","Muscat",22.16,21.96,22.16,22.16,1012,59,0.12,"Clear","clear sky"
"20 Nov 2021","Saturday","04:26:03","Muscat",22.16,21.96,22.16,22.16,1012,59,0.12,"Clear","clear sky"
"20 Nov 2021","Saturday","04:41:04","Muscat",22.16,21.98,22.16,22.16,1012,60,0.87,"Clear","clear sky"
"20 Nov 2021","Saturday","04:56:02","Muscat",22.61,22.48,22.61,22.61,1012,60,0.87,"Clear","clear sky"
"20 Nov 2021","Saturday","05:11:03","Muscat",21.16,20.88,21.16,21.16,1012,60,0.87,"Clear","clear sky"
"20 Nov 2021","Saturday","05:26:03","Muscat",21.16,20.88,21.16,21.16,1012,60,0.87,"Clear","clear sky"
"20 Nov 2021","Saturday","07:11:02","Muscat",24.16,24.03,24.16,24.16,1014,54,1.69,"Clear","clear sky"
"20 Nov 2021","Saturday","07:26:14","Muscat",24.16,24.03,24.16,24.16,1014,54,1.69,"Clear","clear sky"
"20 Nov 2021","Saturday","12:37:14","Muscat",27.16,27.07,27.16,27.16,1011,41,4.69,"Clear","clear sky"
"20 Nov 2021","Saturday","12:52:03","Muscat",27.16,27.07,27.16,27.16,1011,41,4.69,"Clear","clear sky"
"20 Nov 2021","Saturday","13:07:03","Muscat",27.16,27.07,27.16,27.16,1011,41,4.69,"Clear","clear sky"
"20 Nov 2021","Saturday","13:22:12","Muscat",27.16,27.07,27.16,27.16,1011,41,4.69,"Clear","clear sky"
"20 Nov 2021","Saturday","13:37:04","Muscat",27.16,27.07,27.16,27.16,1011,41,4.57,"Clear","clear sky"
"20 Nov 2021","Saturday","13:52:03","Muscat",27.16,27.07,27.16,27.16,1011,41,4.57,"Clear","clear sky"
"20 Nov 2021","Saturday","14:07:02","Muscat",26.65,26.65,26.65,26.65,1011,41,4.57,"Clear","clear sky"
"20 Nov 2021","Saturday","14:22:02","Muscat",27.16,27.07,27.16,27.16,1011,41,4.57,"Clear","clear sky"
"20 Nov 2021","Saturday","14:37:02","Muscat",27.16,27.12,27.16,27.16,1011,42,3.98,"Clear","clear sky"
"20 Nov 2021","Saturday","14:52:02","Muscat",26.23,26.23,26.23,26.23,1011,42,3.98,"Clear","clear sky"
"20 Nov 2021","Saturday","15:07:02","Muscat",27.16,27.23,27.16,27.16,1011,44,3.94,"Clear","clear sky"
"20 Nov 2021","Saturday","15:22:02","Muscat",27.16,27.23,27.16,27.16,1011,44,3.94,"Clear","clear sky"
"20 Nov 2021","Saturday","15:37:03","Muscat",27.16,27.34,27.16,27.16,1012,46,3.31,"Clear","clear sky"
"20 Nov 2021","Saturday","15:52:03","Muscat",27.16,27.34,27.16,27.16,1012,46,3.31,"Clear","clear sky"
"20 Nov 2021","Saturday","16:07:02","Muscat",26.16,26.16,26.16,26.16,1012,46,3.31,"Clear","clear sky"
"20 Nov 2021","Saturday","16:22:03","Muscat",26.16,26.16,26.16,26.16,1012,46,3.31,"Clear","clear sky"
"20 Nov 2021","Saturday","17:27:03","Muscat",26.16,26.16,26.16,26.16,1012,49,2.86,"Clear","clear sky"
"20 Nov 2021","Saturday","20:11:02","Muscat",24.08,23.91,24.08,24.08,1013,53,3.3,"Clear","clear sky"
"20 Nov 2021","Saturday","20:26:02","Muscat",25.16,25.1,25.16,25.16,1013,53,3.3,"Clear","clear sky"
"20 Nov 2021","Saturday","20:41:02","Muscat",25.16,25.13,25.16,25.16,1013,54,3.05,"Clear","clear sky"
"20 Nov 2021","Saturday","20:56:02","Muscat",23.8,23.63,23.8,23.8,1013,54,3.05,"Clear","clear sky"
"20 Nov 2021","Saturday","21:11:02","Muscat",25.16,25.13,25.16,25.16,1013,54,3.05,"Clear","clear sky"
"20 Nov 2021","Saturday","21:26:02","Muscat",25.16,25.13,25.16,25.16,1013,54,3.05,"Clear","clear sky"
"20 Nov 2021","Saturday","21:41:02","Muscat",25.16,25.15,25.16,25.16,1013,55,2.83,"Clear","clear sky"
"20 Nov 2021","Saturday","21:56:02","Muscat",23.55,23.38,23.55,23.55,1013,55,2.83,"Clear","clear sky"
"20 Nov 2021","Saturday","22:11:02","Muscat",24.16,24.05,24.16,24.16,1013,55,2.83,"Clear","clear sky"
"20 Nov 2021","Saturday","22:26:14","Muscat",24.16,24.05,24.16,24.16,1013,55,2.83,"Clear","clear sky"
"21 Nov 2021","Sunday","04:28:03","Muscat",20.16,19.65,20.16,20.16,1014,55,0.53,"Clouds","broken clouds"
"21 Nov 2021","Sunday","04:43:04","Muscat",20.16,19.68,20.16,20.16,1014,56,1.22,"Clouds","scattered clouds"
"21 Nov 2021","Sunday","04:58:03","Muscat",22.53,22.29,22.53,22.53,1014,56,1.22,"Clouds","scattered clouds"
"21 Nov 2021","Sunday","05:13:03","Muscat",20.16,19.68,20.16,20.16,1014,56,1.22,"Clouds","scattered clouds"
"21 Nov 2021","Sunday","05:28:03","Muscat",20.16,19.68,20.16,20.16,1014,56,1.22,"Clouds","scattered clouds"
"21 Nov 2021","Sunday","05:43:06","Muscat",20.16,19.65,20.16,20.16,1015,55,1.26,"Clouds","few clouds"
"21 Nov 2021","Sunday","05:58:08","Muscat",23.15,22.94,23.15,23.15,1015,55,1.26,"Clouds","few clouds"
"21 Nov 2021","Sunday","06:13:18","Muscat",20.16,19.65,20.16,20.16,1015,55,1.26,"Clouds","few clouds"
"21 Nov 2021","Sunday","06:28:03","Muscat",20.16,19.65,20.16,20.16,1015,55,1.26,"Clouds","few clouds"
"21 Nov 2021","Sunday","06:43:04","Muscat",20.16,19.55,20.16,20.16,1016,51,1.7,"Clouds","few clouds"
"21 Nov 2021","Sunday","06:58:03","Muscat",24.48,24.3,24.48,24.48,1016,51,1.7,"Clouds","few clouds"
"21 Nov 2021","Sunday","07:13:03","Muscat",24.16,23.95,24.16,24.16,1016,51,1.7,"Clouds","few clouds"
"21 Nov 2021","Sunday","07:28:03","Muscat",24.16,23.95,24.16,24.16,1016,51,1.7,"Clouds","few clouds"
"21 Nov 2021","Sunday","07:43:03","Muscat",24.16,23.87,24.16,24.16,1017,48,2.07,"Clouds","few clouds"
"21 Nov 2021","Sunday","07:58:03","Muscat",25.28,25.1,25.28,25.28,1017,48,2.07,"Clouds","few clouds"
"21 Nov 2021","Sunday","20:02:14","Muscat",24.19,23.98,24.19,24.19,1017,51,2.59,"Clouds","few clouds"
"22 Nov 2021","Monday","19:35:03","Muscat",25.16,24.89,25.16,25.16,1016,45,1.22,"Clouds","overcast clouds"
"22 Nov 2021","Monday","19:50:03","Muscat",25.16,24.89,25.16,25.16,1016,45,1.22,"Clouds","overcast clouds"
"22 Nov 2021","Monday","20:05:03","Muscat",24.52,24.19,24.52,24.52,1016,45,1.22,"Clouds","overcast clouds"
"22 Nov 2021","Monday","20:20:03","Muscat",24.16,23.79,24.16,24.16,1016,45,1.22,"Clouds","overcast clouds"
"22 Nov 2021","Monday","20:35:04","Muscat",24.16,23.74,24.16,24.16,1016,43,1.12,"Clouds","overcast clouds"
"22 Nov 2021","Monday","20:50:03","Muscat",24.16,23.74,24.16,24.16,1016,43,1.12,"Clouds","overcast clouds"
"22 Nov 2021","Monday","21:05:03","Muscat",24.37,23.97,24.37,24.37,1016,43,1.12,"Clouds","overcast clouds"
"22 Nov 2021","Monday","21:20:04","Muscat",23.16,22.61,23.16,23.16,1016,42,1.18,"Clouds","overcast clouds"
"22 Nov 2021","Monday","21:35:03","Muscat",23.16,22.56,23.16,23.16,1016,40,1.03,"Clouds","overcast clouds"
"22 Nov 2021","Monday","21:50:03","Muscat",23.16,22.56,23.16,23.16,1016,40,1.03,"Clouds","overcast clouds"
"22 Nov 2021","Monday","22:05:05","Muscat",24.19,23.69,24.19,24.19,1016,40,1.03,"Clouds","overcast clouds"
"22 Nov 2021","Monday","22:20:03","Muscat",22.16,21.46,22.16,22.16,1016,40,1.03,"Clouds","overcast clouds"
"22 Nov 2021","Monday","22:35:03","Muscat",22.16,21.41,22.16,22.16,1015,38,1.04,"Clouds","overcast clouds"
"22 Nov 2021","Monday","22:50:04","Muscat",22.16,21.41,22.16,22.16,1015,38,1.04,"Clouds","overcast clouds"
"22 Nov 2021","Monday","23:05:03","Muscat",24.14,23.59,24.14,24.14,1015,38,1.04,"Clouds","overcast clouds"
"22 Nov 2021","Monday","23:20:04","Muscat",21.16,20.31,21.16,21.16,1015,38,1.04,"Clouds","overcast clouds"
"22 Nov 2021","Monday","23:35:04","Muscat",21.16,20.28,21.16,21.16,1015,37,1.21,"Clouds","overcast clouds"
"22 Nov 2021","Monday","23:50:07","Muscat",23.96,23.36,23.96,23.96,1015,37,1.21,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","00:05:03","Muscat",23.96,23.36,23.96,23.96,1015,37,1.21,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","00:20:03","Muscat",21.16,20.28,21.16,21.16,1015,37,1.21,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","00:35:03","Muscat",21.16,20.31,21.16,21.16,1015,38,1.44,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","00:50:03","Muscat",21.16,20.31,21.16,21.16,1015,38,1.44,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","01:05:03","Muscat",23.9,23.32,23.9,23.9,1015,38,1.44,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","01:20:04","Muscat",20.16,19.21,20.16,20.16,1015,38,1.44,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","01:35:05","Muscat",20.16,19.21,20.16,20.16,1015,38,1.61,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","01:50:03","Muscat",20.16,19.21,20.16,20.16,1015,38,1.61,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","02:05:04","Muscat",20.16,19.21,20.16,20.16,1015,38,1.61,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","02:20:08","Muscat",20.16,19.21,20.16,20.16,1015,38,1.61,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","02:35:03","Muscat",20.16,19.26,20.16,20.16,1014,40,1.63,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","02:50:03","Muscat",23.54,22.98,23.54,23.54,1014,40,1.53,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","03:05:03","Muscat",23.54,22.98,23.54,23.54,1014,40,1.53,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","03:20:03","Muscat",23.54,22.98,23.54,23.54,1014,40,1.53,"Clouds","overcast clouds"
"23 Nov 2021","Tuesday","03:35:02","Muscat",19.16,18.19,19.16,19.16,1014,41,1.19,"Clouds","broken clouds"
"23 Nov 2021","Tuesday","03:50:05","Muscat",19.16,18.19,19.16,19.16,1014,41,1.19,"Clouds","broken clouds"
"23 Nov 2021","Tuesday","04:05:04","Muscat",23.3,22.74,23.3,23.3,1014,41,1.19,"Clouds","broken clouds"
"23 Nov 2021","Tuesday","04:20:05","Muscat",19.16,18.19,19.16,19.16,1014,41,1.19,"Clouds","broken clouds"
"23 Nov 2021","Tuesday","04:35:03","Muscat",19.16,18.16,19.16,19.16,1015,40,1.4,"Clouds","scattered clouds"
"23 Nov 2021","Tuesday","05:05:12","Muscat",23.27,22.68,23.27,23.27,1015,40,1.4,"Clouds","scattered clouds"
