symbol,series,last_corp_announcement_date,last_corp_announcement,open_price,high_price,low_price,last_traded_price,prev_close_price,percent_change,traded_quantity,turnover_in_lakhs,timestamp
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7640,7500.75,7633.05,7534.25,1.31,274576,20824.23,16-11-2021 11:48
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,189,190.8,186.5,190.75,188.3,1.3,11470891,21640.98,16-11-2021 11:48
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18330,18130.5,1.1,119807,21947.19,16-11-2021 11:48
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1790,1808.95,1777,1802.7,1787.15,0.87,2951249,53077.03,16-11-2021 11:48
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,665.4,654.65,663.4,658.9,0.68,2015180,13331.62,16-11-2021 11:48
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.2,754.55,749.8,0.63,1925710,14552.21,16-11-2021 11:48
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,786,789.75,778.3,788.5,784.05,0.57,1253610,9834.82,16-11-2021 11:48
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7868.3,7535.05,7858.35,7503.1,4.73,678244,52363.69,16-11-2021 12:28
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,521.75,506.2,520.65,505.45,3.01,27640293,142770.41,16-11-2021 12:28
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2761.35,2701,2760.85,2693.25,2.51,639418,17472.35,16-11-2021 12:28
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18434,18130.5,1.67,146019,26773.39,16-11-2021 12:28
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,189,191.35,186.5,190.95,188.3,1.41,13268033,25071.28,16-11-2021 12:28
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7634,7534.25,1.32,358469,27233.32,16-11-2021 12:28
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,786,794,778.3,791.9,784.05,1,1900035,14948.91,16-11-2021 12:28
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,664.95,658.9,0.92,2571727,17033.58,16-11-2021 12:28
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1594.35,1576,1590.2,1579.15,0.7,1249970,19821.52,16-11-2021 12:28
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1790,1808.95,1777,1799.05,1787.15,0.67,3498652,62937.95,16-11-2021 12:28
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7955,7535.05,7943.05,7503.1,5.86,849794,65931.01,16-11-2021 12:38
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,522.35,506.2,520.85,505.45,3.05,29569036,152827.56,16-11-2021 12:38
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2763.35,2693.25,2.6,712670,19495.66,16-11-2021 12:38
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18430,18130.5,1.65,149427,27401.31,16-11-2021 12:38
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7636,7534.25,1.35,364304,27678.83,16-11-2021 12:38
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,667.55,658.9,1.31,2701132,17896.35,16-11-2021 12:38
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,786,794,778.3,793.3,784.05,1.18,1941754,15279.47,16-11-2021 12:38
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,189,191.35,186.5,190.45,188.3,1.14,13472039,25459.46,16-11-2021 12:38
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3612.9,3636.65,3583.1,3634.2,3601.15,0.92,234542,8463.54,16-11-2021 12:38
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1594.35,1576,1593.4,1579.15,0.9,1279624,20293.56,16-11-2021 12:38
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7973.6,7535.05,7935,7503.1,5.76,925877,71981.2,16-11-2021 12:42
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,522.35,506.2,521.2,505.45,3.12,29964130,154887.58,16-11-2021 12:42
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2752.65,2693.25,2.21,740260,20256.77,16-11-2021 12:42
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18411,18130.5,1.55,150335,27568.58,16-11-2021 12:42
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,667.9,658.9,1.37,2780232,18424.6,16-11-2021 12:42
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7635.6,7534.25,1.35,365786,27792.02,16-11-2021 12:42
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,786,794,778.3,792.5,784.05,1.08,1959335,15418.79,16-11-2021 12:42
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1596,1576,1592.25,1579.15,0.83,1309096,20763.57,16-11-2021 12:42
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,925.55,936.05,928.4,0.82,1801451,16810.24,16-11-2021 12:42
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1790,1808.95,1777,1800.1,1787.15,0.72,3576899,64346.27,16-11-2021 12:42
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7973.6,7535.05,7939.85,7503.1,5.82,1018998,79365.37,16-11-2021 12:54
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,524.4,506.2,524.2,505.45,3.71,32714177,169272.97,16-11-2021 12:54
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2756.45,2693.25,2.35,766413,20977.57,16-11-2021 12:54
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,947.5,925.55,946.7,928.4,1.97,2455173,22977.96,16-11-2021 12:54
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18375,18130.5,1.35,153406,28133.79,16-11-2021 12:54
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7632.1,7534.25,1.3,374153,28430.46,16-11-2021 12:54
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,666.95,658.9,1.22,3004948,19923.41,16-11-2021 12:54
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,786,794,778.3,790.55,784.05,0.83,2011827,15834.49,16-11-2021 12:54
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3612.9,3637.6,3583.1,3627.7,3601.15,0.74,256790,9270.81,16-11-2021 12:54
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,189,191.35,186.5,189.7,188.3,0.74,13943333,26354.29,16-11-2021 12:54
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7979.15,7535.05,7964,7503.1,6.14,1085119,84626.69,16-11-2021 13:01
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,524.75,506.2,524.25,505.45,3.72,34233248,177232.37,16-11-2021 13:01
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,954.9,925.55,954,928.4,2.76,2849855,26725.09,16-11-2021 13:01
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2763,2693.25,2.59,851908,23334.78,16-11-2021 13:01
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18388,18130.5,1.42,155267,28475.75,16-11-2021 13:01
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,667.9,658.9,1.37,3097327,20539.92,16-11-2021 13:01
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7630.85,7534.25,1.28,383045,29108.43,16-11-2021 13:01
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3612.9,3637.6,3583.1,3635,3601.15,0.94,267211,9649.23,16-11-2021 13:01
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,786,794,778.3,790.2,784.05,0.78,2032822,16000.34,16-11-2021 13:01
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1596,1576,1591,1579.15,0.75,1392519,22092.31,16-11-2021 13:01
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7979.15,7535.05,7964,7503.1,6.14,1085119,84626.69,16-11-2021 13:02
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,524.75,506.2,524.25,505.45,3.72,34233248,177232.37,16-11-2021 13:02
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,954.9,925.55,954,928.4,2.76,2849855,26725.09,16-11-2021 13:02
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2763,2693.25,2.59,851908,23334.78,16-11-2021 13:02
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18388,18130.5,1.42,155267,28475.75,16-11-2021 13:02
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,667.9,658.9,1.37,3097327,20539.92,16-11-2021 13:02
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7630.85,7534.25,1.28,383045,29108.43,16-11-2021 13:02
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3612.9,3637.6,3583.1,3635,3601.15,0.94,267211,9649.23,16-11-2021 13:02
UPL,EQ,14-07-2021,Dividend - Rs 10 Per Share,786,794,778.3,790.2,784.05,0.78,2032822,16000.34,16-11-2021 13:02
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1596,1576,1591,1579.15,0.75,1392519,22092.31,16-11-2021 13:02
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7979.15,7535.05,7973.8,7503.1,6.27,1111053,86691.58,16-11-2021 13:05
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,524.75,506.2,523.65,505.45,3.6,34632704,179324.68,16-11-2021 13:05
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,955,925.55,954.2,928.4,2.78,2997133,28128.09,16-11-2021 13:05
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2761.65,2693.25,2.54,869661,23825.06,16-11-2021 13:05
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18410,18130.5,1.54,156124,28633.39,16-11-2021 13:05
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7635.6,7534.25,1.35,384918,29251.42,16-11-2021 13:05
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,667.75,658.9,1.34,3115995,20664.66,16-11-2021 13:05
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3612.9,3637.6,3583.1,3631.45,3601.15,0.84,271956,9821.58,16-11-2021 13:05
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1596,1576,1591.6,1579.15,0.79,1396710,22158.94,16-11-2021 13:05
INFY,EQ,26-10-2021,Interim Dividend - Rs 15 Per Sh,1790,1808.95,1777,1800,1787.15,0.72,3718414,66893.15,16-11-2021 13:05
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,8029.55,7535.05,8007.5,7503.1,6.72,1312359,102782.91,16-11-2021 13:25
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,526.4,506.2,524.5,505.45,3.77,38990056,202198.53,16-11-2021 13:25
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,957.35,925.55,952.85,928.4,2.63,3520668,33124.56,16-11-2021 13:25
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2762.5,2693.25,2.57,961375,26358.4,16-11-2021 13:25
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18445,18130.5,1.73,163584,30007.23,16-11-2021 13:25
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7646.85,7534.25,1.49,404496,30748.33,16-11-2021 13:25
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1600.75,1576,1599.6,1579.15,1.3,1586028,25183.59,16-11-2021 13:25
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,667.3,658.9,1.27,3340089,22161.16,16-11-2021 13:25
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3612.9,3642,3583.1,3640.4,3601.15,1.09,294136,10627.99,16-11-2021 13:25
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,668.05,661.5,0.99,2026896,13489.4,16-11-2021 13:25
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,8029.55,7535.05,8006,7503.1,6.7,1331561,104320.75,16-11-2021 13:29
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,526.4,506.2,524.5,505.45,3.77,39461313,204670.05,16-11-2021 13:29
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2760.95,2693.25,2.51,997160,27346.32,16-11-2021 13:29
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,957.35,925.55,951.1,928.4,2.45,3567331,33569.3,16-11-2021 13:29
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18406,18130.5,1.52,164598,30194.02,16-11-2021 13:29
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7648.5,7534.25,1.52,408412,31047.73,16-11-2021 13:29
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1601,1576,1600.55,1579.15,1.36,1624759,25803.29,16-11-2021 13:29
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3612.9,3648,3583.1,3647.15,3601.15,1.28,303278,10961.01,16-11-2021 13:29
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,667,658.9,1.23,3426654,22738.59,16-11-2021 13:29
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,668.2,661.5,1.01,2047958,13630.18,16-11-2021 13:29
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,8029.55,7535.05,8008.1,7503.1,6.73,1365576,107044.09,16-11-2021 13:36
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,526.4,506.2,523.9,505.45,3.65,39933081,207144.87,16-11-2021 13:36
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,957.35,925.55,951.05,928.4,2.44,3711129,34936.57,16-11-2021 13:36
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2757.8,2693.25,2.4,1006476,27603.41,16-11-2021 13:36
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7637.5,7534.25,1.37,415230,31568.73,16-11-2021 13:36
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18355,18130.5,1.24,166583,30558.92,16-11-2021 13:36
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1601,1576,1598.35,1579.15,1.22,1680426,26693.57,16-11-2021 13:36
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,666.6,658.9,1.17,3489164,23155.49,16-11-2021 13:36
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3612.9,3650.7,3583.1,3640.2,3601.15,1.08,321548,11627.34,16-11-2021 13:36
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,667.75,661.5,0.94,2072465,13793.91,16-11-2021 13:36
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,8049.65,7535.05,8038.1,7503.1,7.13,1438142,112875.16,16-11-2021 13:41
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,526.4,506.2,525.25,505.45,3.92,40460587,209913.57,16-11-2021 13:41
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,957.35,925.55,953.95,928.4,2.75,3830310,36073.86,16-11-2021 13:41
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2762.2,2693.25,2.56,1014560,27826.54,16-11-2021 13:41
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7637.7,7534.25,1.37,419663,31907.27,16-11-2021 13:41
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3612.9,3650.7,3583.1,3649.05,3601.15,1.33,329198,11906.2,16-11-2021 13:41
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18360.8,18130.5,1.27,169719,31134.36,16-11-2021 13:41
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1601,1576,1598.5,1579.15,1.23,1702416,27044.92,16-11-2021 13:41
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,667,658.9,1.23,3582321,23776.94,16-11-2021 13:41
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2684.4,2715.45,2650.05,2715,2684.35,1.14,712992,19116.46,16-11-2021 13:41
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,8067.65,7535.05,8058,7503.1,7.4,1549075,121804.39,16-11-2021 13:56
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,526.4,506.2,525,505.45,3.87,41777168,216827.68,16-11-2021 13:56
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,958,925.55,957.95,928.4,3.18,4086363,38520.1,16-11-2021 13:56
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2762.2,2693.25,2.56,1043524,28626.37,16-11-2021 13:56
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1603.75,1576,1603.4,1579.15,1.54,1820340,28932.48,16-11-2021 13:56
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,668,658.9,1.38,3845991,25536.61,16-11-2021 13:56
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18367.3,18130.5,1.31,172174,31585.34,16-11-2021 13:56
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2684.4,2719,2650.05,2717.95,2684.35,1.25,787052,21122.51,16-11-2021 13:56
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7623.1,7534.25,1.18,435485,33114.41,16-11-2021 13:56
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3612.9,3651.8,3583.1,3640,3601.15,1.08,352321,12748.84,16-11-2021 13:56
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,8069,7535.05,8063.6,7503.1,7.47,1573619,123783.23,16-11-2021 13:58
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,526.4,506.2,525.15,505.45,3.9,41995631,217974.12,16-11-2021 13:58
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,963.05,925.55,961.9,928.4,3.61,4360366,41151.83,16-11-2021 13:58
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2762.9,2693.25,2.59,1046185,28699.89,16-11-2021 13:58
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1605,1576,1603.05,1579.15,1.51,1874126,29795.04,16-11-2021 13:58
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2684.4,2724,2650.05,2721.6,2684.35,1.39,810310,21754.8,16-11-2021 13:58
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,668,658.9,1.38,3883119,25784.69,16-11-2021 13:58
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7623.8,7534.25,1.19,439636,33430.84,16-11-2021 13:58
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18343.65,18130.5,1.18,173656,31857,16-11-2021 13:58
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,667.85,661.5,0.96,2147099,14292.38,16-11-2021 13:58
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,8128.75,7535.05,8074.25,7503.1,7.61,1859699,146956.95,16-11-2021 14:19
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,526.85,506.2,523.25,505.45,3.52,45287874,235243.33,16-11-2021 14:19
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,965.95,925.55,959.9,928.4,3.39,5158331,48838.05,16-11-2021 14:19
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2757.25,2693.25,2.38,1074862,29491.53,16-11-2021 14:19
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2684.4,2739.15,2650.05,2725,2684.35,1.51,953209,25656.48,16-11-2021 14:19
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1605,1576,1599.5,1579.15,1.29,2005012,31890.72,16-11-2021 14:19
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,666.65,658.9,1.18,4199389,27894.44,16-11-2021 14:19
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,667.75,661.5,0.94,2238923,14906.08,16-11-2021 14:19
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7600.15,7534.25,0.87,483014,36730.85,16-11-2021 14:19
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18284.05,18130.5,0.85,182472,33471.73,16-11-2021 14:19
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,8128.75,7535.05,8033.55,7503.1,7.07,2373174,188264.84,16-11-2021 15:05
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,965.95,925.55,962,928.4,3.62,6433436,61082.9,16-11-2021 15:05
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,526.85,506.2,520.2,505.45,2.92,51928555,269810.39,16-11-2021 15:05
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2753.2,2693.25,2.23,1161956,31886.4,16-11-2021 15:05
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1605,1576,1601.4,1579.15,1.41,2412246,38402.96,16-11-2021 15:05
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2684.4,2739.15,2650.05,2708.1,2684.35,0.88,1097102,29571.73,16-11-2021 15:05
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,666.5,661.5,0.76,2494994,16612.17,16-11-2021 15:05
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18511,18118.75,18242.2,18130.5,0.62,201229,36894.59,16-11-2021 15:05
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,668.75,654.65,662.8,658.9,0.59,4843227,32171.14,16-11-2021 15:05
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7650,7500.75,7577,7534.25,0.57,535957,40743.34,16-11-2021 15:05
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,8128.75,7535.05,8042,7503.1,7.18,2384070,189140.43,16-11-2021 15:08
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,965.95,925.55,961.95,928.4,3.61,6491685,61643.09,16-11-2021 15:08
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,526.85,506.2,520.3,505.45,2.94,52052035,270451.96,16-11-2021 15:08
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2769,2701,2753.8,2693.25,2.25,1166081,31999.94,16-11-2021 15:08
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1605,1576,1601.6,1579.15,1.42,2436886,38797.42,16-11-2021 15:08
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2684.4,2739.15,2650.05,2708.2,2684.35,0.89,1104521,29772.58,16-11-2021 15:08
