symbol,series,last_corp_announcement_date,last_corp_announcement,open_price,high_price,low_price,last_traded_price,prev_close_price,percent_change,traded_quantity,turnover_in_lakhs,timestamp
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,513.7,505.45,1.63,4409888,22561.87,16-11-2021 09:35
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7595.7,7535.05,7591.65,7503.1,1.18,45652,3452.92,16-11-2021 09:35
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,669.75,655.7,668.5,661.5,1.06,584415,3876.25,16-11-2021 09:35
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2723.6,2701,2721,2693.25,1.03,99941,2709.83,16-11-2021 09:35
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,757.15,749.8,0.98,904177,6848.24,16-11-2021 09:35
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,937,928.4,0.93,272728,2546.19,16-11-2021 09:35
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.45,160.95,159.75,0.75,2223457,3581.32,16-11-2021 09:35
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18260,18130.5,0.71,19565,3565.74,16-11-2021 09:35
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1592.3,1576.15,1590.3,1579.15,0.71,294759,4671.78,16-11-2021 09:35
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1166.8,1159.9,0.59,75683,882.77,16-11-2021 09:35
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,513.7,505.45,1.63,4409888,22561.87,16-11-2021 09:36
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7595.7,7535.05,7591.65,7503.1,1.18,45652,3452.92,16-11-2021 09:36
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,669.75,655.7,668.5,661.5,1.06,584415,3876.25,16-11-2021 09:36
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2723.6,2701,2721,2693.25,1.03,99941,2709.83,16-11-2021 09:36
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,757.15,749.8,0.98,904177,6848.24,16-11-2021 09:36
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,937,928.4,0.93,272728,2546.19,16-11-2021 09:36
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.45,160.95,159.75,0.75,2223457,3581.32,16-11-2021 09:36
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18260,18130.5,0.71,19565,3565.74,16-11-2021 09:36
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1585.1,1592.3,1576.15,1590.3,1579.15,0.71,294759,4671.78,16-11-2021 09:36
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1166.8,1159.9,0.59,75683,882.77,16-11-2021 09:36
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,671.95,655.7,671.8,661.5,1.56,675179,4484.67,16-11-2021 09:37
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,513.35,505.45,1.56,4737713,24243.35,16-11-2021 09:37
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7611.4,7535.05,7598,7503.1,1.26,55530,4203.69,16-11-2021 09:37
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2721.7,2693.25,1.06,107165,2906.45,16-11-2021 09:37
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,757.4,749.8,1.01,925858,7012.36,16-11-2021 09:37
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.45,161.3,159.75,0.97,2338345,3766.61,16-11-2021 09:37
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1256.4,1245.45,0.88,2836167,35283.9,16-11-2021 09:37
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18284,18130.5,0.85,21141,3853.69,16-11-2021 09:37
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,936.05,928.4,0.82,301417,2814.9,16-11-2021 09:37
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,457,459.5,448.75,459.5,455.9,0.79,1822687,8273.54,16-11-2021 09:37
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,671.95,655.7,671.8,661.5,1.56,675179,4484.67,16-11-2021 09:38
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,513.35,505.45,1.56,4737713,24243.35,16-11-2021 09:38
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7611.4,7535.05,7598,7503.1,1.26,55530,4203.69,16-11-2021 09:38
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2721.7,2693.25,1.06,107165,2906.45,16-11-2021 09:38
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,757.4,749.8,1.01,925858,7012.36,16-11-2021 09:38
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.45,161.3,159.75,0.97,2338345,3766.61,16-11-2021 09:38
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1256.4,1245.45,0.88,2836167,35283.9,16-11-2021 09:38
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18284,18130.5,0.85,21141,3853.69,16-11-2021 09:38
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,936.05,928.4,0.82,301417,2814.9,16-11-2021 09:38
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,457,459.5,448.75,459.5,455.9,0.79,1822687,8273.54,16-11-2021 09:38
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,671.45,661.5,1.5,774223,5150.67,16-11-2021 09:39
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,513,505.45,1.49,5006448,25623.5,16-11-2021 09:39
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7611.4,7535.05,7594.15,7503.1,1.21,60687,4595.35,16-11-2021 09:39
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.45,161.15,159.75,0.88,2380406,3834.36,16-11-2021 09:39
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2715.9,2693.25,0.84,110885,3007.54,16-11-2021 09:39
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,755.8,749.8,0.8,967971,7331.03,16-11-2021 09:39
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,935,928.4,0.71,325711,3042.4,16-11-2021 09:39
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1254,1245.45,0.69,2937061,36550.26,16-11-2021 09:39
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18254.45,18130.5,0.68,21890,3990.57,16-11-2021 09:39
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,159.4,159.7,157.75,158.85,157.8,0.67,2964744,4700.01,16-11-2021 09:39
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,669.95,661.5,1.28,825678,5495.38,16-11-2021 09:41
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,511.75,505.45,1.25,5304122,27148.09,16-11-2021 09:41
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7611.4,7535.05,7590,7503.1,1.16,62872,4761.2,16-11-2021 09:41
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,755.75,749.8,0.79,1016894,7700.63,16-11-2021 09:41
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.45,160.85,159.75,0.69,2487018,4005.84,16-11-2021 09:41
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2709.25,2693.25,0.59,116734,3166.16,16-11-2021 09:41
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1251.85,1245.45,0.51,3064186,38140.84,16-11-2021 09:41
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,932.8,928.4,0.47,351099,3279.44,16-11-2021 09:41
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18198,18130.5,0.37,26301,4793.08,16-11-2021 09:41
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,159.4,159.7,157.75,158.3,157.8,0.32,3113091,4935.18,16-11-2021 09:41
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,669.95,661.5,1.28,825678,5495.38,16-11-2021 09:42
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,511.75,505.45,1.25,5304122,27148.09,16-11-2021 09:42
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7611.4,7535.05,7590,7503.1,1.16,62872,4761.2,16-11-2021 09:42
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,755.75,749.8,0.79,1016894,7700.63,16-11-2021 09:42
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.45,160.85,159.75,0.69,2487018,4005.84,16-11-2021 09:42
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2709.25,2693.25,0.59,116734,3166.16,16-11-2021 09:42
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1251.85,1245.45,0.51,3064186,38140.84,16-11-2021 09:42
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,932.8,928.4,0.47,351099,3279.44,16-11-2021 09:42
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18198,18130.5,0.37,26301,4793.08,16-11-2021 09:42
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,159.4,159.7,157.75,158.3,157.8,0.32,3113091,4935.18,16-11-2021 09:42
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7611.4,7535.05,7601.95,7503.1,1.32,67176,5088.3,16-11-2021 09:43
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,668.55,661.5,1.07,866443,5768.34,16-11-2021 09:43
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,510.85,505.45,1.07,5640231,28866.14,16-11-2021 09:43
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2714.5,2693.25,0.79,121618,3298.68,16-11-2021 09:43
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,754.4,749.8,0.61,1056308,7998.36,16-11-2021 09:43
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,933.05,928.4,0.5,366002,3418.57,16-11-2021 09:43
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1163.6,1159.9,0.32,96970,1130.6,16-11-2021 09:43
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.25,160.25,159.75,0.31,2625831,4228.64,16-11-2021 09:43
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18182,18130.5,0.28,26923,4906.3,16-11-2021 09:43
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1248,1245.45,0.2,3167095,39428.12,16-11-2021 09:43
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7633.85,7535.05,7620,7503.1,1.56,83346,6320.38,16-11-2021 09:44
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,511.55,505.45,1.21,5949057,30446.68,16-11-2021 09:44
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,668.35,661.5,1.04,891643,5936.83,16-11-2021 09:44
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756.15,749.8,0.85,1091071,8260.93,16-11-2021 09:44
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2715.5,2693.25,0.83,125025,3391.23,16-11-2021 09:44
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,934.75,928.4,0.68,381718,3565.36,16-11-2021 09:44
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18219.95,18130.5,0.49,28159,5131.14,16-11-2021 09:44
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,160.35,159.75,0.38,2757497,4439.57,16-11-2021 09:44
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7578.3,7500.75,7560,7534.25,0.34,72129,5441.58,16-11-2021 09:44
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1249.35,1245.45,0.31,3257294,40554.61,16-11-2021 09:44
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7633.85,7535.05,7620,7503.1,1.56,83346,6320.38,16-11-2021 09:46
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,511.55,505.45,1.21,5949057,30446.68,16-11-2021 09:46
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,668.35,661.5,1.04,891643,5936.83,16-11-2021 09:46
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756.15,749.8,0.85,1091071,8260.93,16-11-2021 09:46
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2715.5,2693.25,0.83,125025,3391.23,16-11-2021 09:46
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,934.75,928.4,0.68,381718,3565.36,16-11-2021 09:46
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18219.95,18130.5,0.49,28159,5131.14,16-11-2021 09:46
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,160.35,159.75,0.38,2757497,4439.57,16-11-2021 09:46
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7578.3,7500.75,7560,7534.25,0.34,72129,5441.58,16-11-2021 09:46
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1249.35,1245.45,0.31,3257294,40554.61,16-11-2021 09:46
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7633.85,7535.05,7617.95,7503.1,1.53,87205,6614.26,16-11-2021 09:47
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,511.35,505.45,1.17,6007139,30743.34,16-11-2021 09:47
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,667.6,661.5,0.92,917848,6112.04,16-11-2021 09:47
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2717.45,2693.25,0.9,126664,3435.75,16-11-2021 09:47
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756.05,749.8,0.83,1110871,8410.74,16-11-2021 09:47
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,935.5,928.4,0.76,391164,3653.71,16-11-2021 09:47
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,160.55,159.75,0.5,2837204,4567.61,16-11-2021 09:47
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18206.2,18130.5,0.42,28779,5244.1,16-11-2021 09:47
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1250.7,1245.45,0.42,3299482,41082.18,16-11-2021 09:47
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7578.3,7500.75,7560,7534.25,0.34,75452,5692.93,16-11-2021 09:47
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7633.85,7535.05,7617.95,7503.1,1.53,87205,6614.26,16-11-2021 09:48
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,511.35,505.45,1.17,6007139,30743.34,16-11-2021 09:48
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,667.6,661.5,0.92,917848,6112.04,16-11-2021 09:48
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2717.45,2693.25,0.9,126664,3435.75,16-11-2021 09:48
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756.05,749.8,0.83,1110871,8410.74,16-11-2021 09:48
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,935.5,928.4,0.76,391164,3653.71,16-11-2021 09:48
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,160.55,159.75,0.5,2837204,4567.61,16-11-2021 09:48
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,18230,18299,18118.75,18206.2,18130.5,0.42,28779,5244.1,16-11-2021 09:48
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1250.7,1245.45,0.42,3299482,41082.18,16-11-2021 09:48
BAJFINANCE,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 10 Per Share,7525,7578.3,7500.75,7560,7534.25,0.34,75452,5692.93,16-11-2021 09:48
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7633.85,7535.05,7624,7503.1,1.61,93426,7088.5,16-11-2021 09:49
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,511.15,505.45,1.13,6171154,31581.5,16-11-2021 09:49
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,667.9,661.5,0.97,937143,6240.9,16-11-2021 09:49
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2718.75,2693.25,0.95,131599,3569.93,16-11-2021 09:49
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756.35,749.8,0.87,1120352,8482.41,16-11-2021 09:49
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,160.85,159.75,0.69,2902694,4672.76,16-11-2021 09:49
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,934.65,928.4,0.67,413317,3860.96,16-11-2021 09:49
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,159.4,159.7,157.75,158.6,157.8,0.51,3434999,5444.82,16-11-2021 09:49
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1251.8,1245.45,0.51,3346209,41666.99,16-11-2021 09:49
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1164.55,1159.9,0.4,105978,1235.42,16-11-2021 09:49
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7633.85,7535.05,7624,7503.1,1.61,93426,7088.5,16-11-2021 09:50
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,511.15,505.45,1.13,6171154,31581.5,16-11-2021 09:50
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,667.9,661.5,0.97,937143,6240.9,16-11-2021 09:50
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2718.75,2693.25,0.95,131599,3569.93,16-11-2021 09:50
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756.35,749.8,0.87,1120352,8482.41,16-11-2021 09:50
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,160.85,159.75,0.69,2902694,4672.76,16-11-2021 09:50
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,934.65,928.4,0.67,413317,3860.96,16-11-2021 09:50
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,159.4,159.7,157.75,158.6,157.8,0.51,3434999,5444.82,16-11-2021 09:50
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1251.8,1245.45,0.51,3346209,41666.99,16-11-2021 09:50
SBILIFE,EQ,05-04-2021,Interim Dividend - Rs 2.5 Per Share,1169.9,1174.15,1161.1,1164.55,1159.9,0.4,105978,1235.42,16-11-2021 09:50
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7638,7535.05,7635.05,7503.1,1.76,101459,7701.34,16-11-2021 09:51
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,512.25,505.45,1.35,6344124,32467.32,16-11-2021 09:51
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2720,2693.25,0.99,137603,3733.27,16-11-2021 09:51
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,667.55,661.5,0.91,962034,6407.24,16-11-2021 09:51
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,935.7,928.4,0.79,446139,4168.1,16-11-2021 09:51
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,160.95,159.75,0.75,2969270,4779.93,16-11-2021 09:51
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,755.3,749.8,0.73,1147837,8690.16,16-11-2021 09:51
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1253,1245.45,0.61,3429675,42713.17,16-11-2021 09:51
ONGC,EQ,08-09-2021,Dividend - Rs 1.85 Per Share,159.4,159.7,157.75,158.75,157.8,0.6,3561481,5645.3,16-11-2021 09:51
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1860,1868,1851.55,1864.8,1855.85,0.48,55787,1037.57,16-11-2021 09:51
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7639.8,7535.05,7633.9,7503.1,1.74,108117,8209.7,16-11-2021 09:53
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,506.9,514.8,506.2,512.5,505.45,1.39,6543393,33489.09,16-11-2021 09:53
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,658,674,655.7,669.55,661.5,1.22,985799,6566.21,16-11-2021 09:53
HEROMOTOCO,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2712.2,2724,2701,2719.7,2693.25,0.98,139663,3789.31,16-11-2021 09:53
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1245.45,1261.05,1228.65,1256.15,1245.45,0.86,3531442,43990.47,16-11-2021 09:53
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,752.7,761.7,750.25,756,749.8,0.83,1162189,8798.7,16-11-2021 09:53
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,161,161.65,160.15,161.05,159.75,0.81,3051403,4912.15,16-11-2021 09:53
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,928.4,938.8,927.4,934.75,928.4,0.68,465799,4352.05,16-11-2021 09:53
WIPRO,EQ,08-07-2021,Annual General Meeting,658.4,663,654.65,662.9,658.9,0.61,890648,5876.76,16-11-2021 09:53
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1860,1868,1851.55,1865.8,1855.85,0.54,58550,1089.12,16-11-2021 09:53
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7545,7639.8,7535.05,7625,7503.1,1.62,111892,8497.84,16-11-2021 09:56
