date,time,open,curr_price,prev_close,vol
22-11-2021,12:14:46,135,132.15,135.3,5209451
22-11-2021,12:15:43,135,132.25,135.3,5237107
22-11-2021,12:18:20,135,132,135.3,5284947
22-11-2021,12:18:52,135,131.9,135.3,5295518
22-11-2021,12:19:17,135,131.9,135.3,5300116
22-11-2021,12:20:26,135,131.7,135.3,5323185
22-11-2021,12:22:03,135,131.5,135.3,5461159
22-11-2021,12:24:46,135,131.25,135.3,5594035
22-11-2021,12:25:43,135,131.25,135.3,5651533
22-11-2021,12:28:20,135,130.9,135.3,5814399
22-11-2021,12:28:52,135,130.9,135.3,5869665
22-11-2021,12:29:17,135,130.85,135.3,5881592
22-11-2021,12:30:26,135,130.9,135.3,6017901
22-11-2021,12:32:03,135,131,135.3,6087997
22-11-2021,12:34:46,135,131,135.3,6269999
22-11-2021,12:35:44,135,130.95,135.3,6281795
22-11-2021,12:38:20,135,131,135.3,6404417
22-11-2021,12:38:52,135,130.9,135.3,6418397
22-11-2021,12:39:17,135,130.95,135.3,6420051
22-11-2021,12:40:27,135,131.05,135.3,6478169
22-11-2021,12:48:09,135,130.65,135.3,6904678
22-11-2021,12:48:20,135,130.55,135.3,6907824
22-11-2021,12:49:34,135,130.6,135.3,6962797
22-11-2021,12:54:33,135,130.8,135.3,9847254
22-11-2021,12:59:34,135,130.65,135.3,9995904
22-11-2021,13:04:33,135,130.9,135.3,10412215
22-11-2021,13:09:34,135,131.05,135.3,10501332
22-11-2021,13:14:34,135,131.05,135.3,10717973
22-11-2021,13:19:34,135,131,135.3,10839097
22-11-2021,13:24:34,135,131,135.3,10912391
22-11-2021,13:29:34,135,131,135.3,10971200
22-11-2021,13:34:34,135,131,135.3,11022167
22-11-2021,13:39:34,135,130.95,135.3,11104952
22-11-2021,13:44:34,135,130.85,135.3,11200530
22-11-2021,13:49:34,135,131,135.3,11378684
22-11-2021,13:54:34,135,131.05,135.3,11487339
22-11-2021,13:59:34,135,131,135.3,11720302
22-11-2021,14:04:34,135,131.15,135.3,12050552
22-11-2021,14:09:34,135,131.4,135.3,12147301
22-11-2021,14:14:33,135,131.2,135.3,12231722
22-11-2021,14:19:34,135,131.55,135.3,12412578
22-11-2021,14:24:34,135,131.3,135.3,12490463
22-11-2021,14:29:34,135,131.2,135.3,12663053
22-11-2021,14:34:34,135,130.95,135.3,13505246
22-11-2021,14:39:33,135,131.1,135.3,13632614
22-11-2021,14:44:34,135,130.95,135.3,13752797
22-11-2021,14:49:34,135,130.85,135.3,13838730
22-11-2021,14:54:34,135,130.9,135.3,13921785
22-11-2021,14:59:33,135,130.85,135.3,14035695
22-11-2021,15:04:33,135,130.6,135.3,14244526
22-11-2021,15:09:34,135,130.25,135.3,14468813
22-11-2021,15:14:33,135,129.95,135.3,14827536
22-11-2021,15:19:33,135,130.2,135.3,15334078
22-11-2021,15:24:34,135,130.25,135.3,15703711
22-11-2021,15:29:34,135,129.9,135.3,15976660
22-11-2021,15:34:34,135,130.15,135.3,15691209
23-11-2021,09:18:44,130.05,129.95,130.15,439611
23-11-2021,09:23:44,130.05,129.9,130.15,633198
23-11-2021,09:28:44,130.05,130.2,130.15,788319
23-11-2021,09:33:44,130.05,130.65,130.15,998256
23-11-2021,09:38:44,130.05,131.3,130.15,1203906
23-11-2021,09:43:44,130.05,131.2,130.15,1288035
23-11-2021,09:48:44,130.05,131.25,130.15,1387882
23-11-2021,09:53:44,130.05,131.3,130.15,1545126
23-11-2021,09:58:44,130.05,132.05,130.15,1848289
23-11-2021,10:03:44,130.05,131.65,130.15,2104449
23-11-2021,10:08:44,130.05,131.9,130.15,2278005
23-11-2021,10:13:44,130.05,131.8,130.15,2833361
23-11-2021,10:18:44,130.05,131.5,130.15,2938434
23-11-2021,10:23:44,130.05,131.85,130.15,3024786
23-11-2021,10:28:44,130.05,131.95,130.15,3088755
23-11-2021,10:33:44,130.05,132,130.15,3155093
23-11-2021,10:38:44,130.05,132.3,130.15,3192760
23-11-2021,10:43:44,130.05,131.7,130.15,3291451
23-11-2021,10:48:44,130.05,131.5,130.15,3343471
23-11-2021,10:50:54,130.05,131.75,130.15,3371615
23-11-2021,10:52:03,130.05,131.8,130.15,3377404
23-11-2021,10:53:44,130.05,131.75,130.15,3385947
23-11-2021,10:54:46,130.05,131.8,130.15,3392718
23-11-2021,10:55:44,130.05,131.5,130.15,3428032
23-11-2021,10:58:20,130.05,131.45,130.15,3446925
23-11-2021,10:58:43,130.05,131.45,130.15,3451475
23-11-2021,10:58:52,130.05,131.3,130.15,3455516
23-11-2021,10:59:17,130.05,131.35,130.15,3460768
23-11-2021,11:00:27,130.05,131.25,130.15,3474555
23-11-2021,11:00:55,130.05,131.3,130.15,3475725
23-11-2021,11:02:03,130.05,131.45,130.15,3488773
23-11-2021,11:03:43,130.05,131.4,130.15,3503759
23-11-2021,11:04:46,130.05,131.45,130.15,3507370
23-11-2021,11:05:44,130.05,131.3,130.15,3515782
23-11-2021,11:08:20,130.05,131.45,130.15,3535386
23-11-2021,11:08:44,130.05,131.45,130.15,3536135
23-11-2021,11:08:52,130.05,131.45,130.15,3536515
23-11-2021,11:09:17,130.05,131.3,130.15,3567253
23-11-2021,11:10:27,130.05,131.15,130.15,3599292
23-11-2021,11:10:54,130.05,131.1,130.15,3604958
23-11-2021,11:12:03,130.05,130.95,130.15,3675795
23-11-2021,11:13:44,130.05,131.15,130.15,3707734
23-11-2021,11:14:45,130.05,131.1,130.15,3715917
23-11-2021,11:15:44,130.05,131.05,130.15,3722513
23-11-2021,11:18:20,130.05,130.95,130.15,3759353
23-11-2021,11:18:44,130.05,131.05,130.15,3760299
23-11-2021,11:18:52,130.05,130.9,130.15,3761635
23-11-2021,11:19:17,130.05,131,130.15,3764259
23-11-2021,11:20:27,130.05,131.3,130.15,3850570
23-11-2021,11:20:54,130.05,131.3,130.15,3860596
23-11-2021,11:22:03,130.05,131.45,130.15,3893269
23-11-2021,11:23:43,130.05,130.45,130.15,4223770
23-11-2021,11:28:44,130.05,131,130.15,4531863
23-11-2021,11:33:44,130.05,131.15,130.15,6284578
23-11-2021,11:38:44,130.05,131.25,130.15,6384836
23-11-2021,11:43:44,130.05,131.65,130.15,6523613
23-11-2021,11:48:44,130.05,131.45,130.15,6591917
23-11-2021,11:53:44,130.05,131.5,130.15,6643830
23-11-2021,11:58:44,130.05,131.85,130.15,6709448
23-11-2021,12:03:44,130.05,131.6,130.15,6784799
23-11-2021,12:08:44,130.05,131.65,130.15,6836784
23-11-2021,12:13:44,130.05,131.65,130.15,6926212
23-11-2021,12:18:44,130.05,131.7,130.15,6963031
23-11-2021,12:23:44,130.05,131.35,130.15,7060672
23-11-2021,12:28:44,130.05,131.45,130.15,7154162
23-11-2021,12:33:44,130.05,131.55,130.15,7217847
23-11-2021,12:38:44,130.05,131.65,130.15,7243358
23-11-2021,12:43:44,130.05,131.6,130.15,7318034
23-11-2021,12:48:44,130.05,131.75,130.15,7381224
23-11-2021,12:53:44,130.05,131.95,130.15,7456619
23-11-2021,12:58:44,130.05,132.1,130.15,7506580
23-11-2021,13:03:44,130.05,131.75,130.15,7592370
23-11-2021,13:08:44,130.05,131.8,130.15,7623025
23-11-2021,13:13:44,130.05,131.75,130.15,7643658
23-11-2021,13:18:44,130.05,132,130.15,7676539
23-11-2021,13:23:44,130.05,132.05,130.15,7770756
23-11-2021,13:28:44,130.05,132.6,130.15,7904595
23-11-2021,13:33:44,130.05,132.3,130.15,8022393
23-11-2021,13:48:52,130.05,132.4,130.15,8846680
23-11-2021,13:53:43,130.05,132.6,130.15,9009475
23-11-2021,13:58:43,130.05,132.55,130.15,9067975
23-11-2021,14:03:44,130.05,132.45,130.15,9168372
23-11-2021,14:04:46,130.05,132.6,130.15,9183145
23-11-2021,14:05:43,130.05,132.65,130.15,9197770
23-11-2021,14:08:20,130.05,132.75,130.15,9247878
23-11-2021,14:08:44,130.05,132.8,130.15,9251641
23-11-2021,14:08:52,130.05,132.8,130.15,9253611
23-11-2021,14:09:17,130.05,132.8,130.15,9258255
23-11-2021,14:10:26,130.05,132.75,130.15,9272802
23-11-2021,14:10:55,130.05,132.8,130.15,9287017
23-11-2021,14:13:44,130.05,132.85,130.15,9316628
23-11-2021,14:18:44,130.05,132.85,130.15,9417248
23-11-2021,14:23:44,130.05,133,130.15,9482478
23-11-2021,14:28:44,130.05,132.8,130.15,9637092
23-11-2021,14:33:43,130.05,133.1,130.15,9704219
23-11-2021,14:38:44,130.05,133.2,130.15,9788452
23-11-2021,14:43:44,130.05,133.3,130.15,9867213
23-11-2021,14:48:44,130.05,133.35,130.15,9965589
23-11-2021,14:53:44,130.05,133.5,130.15,10072980
23-11-2021,14:58:44,130.05,133.65,130.15,10204653
23-11-2021,15:03:44,130.05,133.2,130.15,10374543
23-11-2021,15:08:44,130.05,133.5,130.15,10568993
23-11-2021,15:13:44,130.05,133.65,130.15,10802285
23-11-2021,15:18:44,130.05,133.55,130.15,11022880
23-11-2021,15:23:44,130.05,133.5,130.15,11282626
23-11-2021,15:28:44,130.05,133.5,130.15,11449585
23-11-2021,15:33:44,130.05,133.5,130.15,15848201
