Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Noida, UP, India",11-10-2021 23:00,69,69,69,,,0,,,0,0,,1.2,,66.95,Clear
"Noida, UP, India",11-10-2021 23:30,65.4,65.4,65.4,,,0,,,0,,,0.8,0,79.28,Clear
"Noida, UP, India",11-11-2021 00:00,67.5,67.5,67.5,,,0,,,,,,1.2,,70.3,Clear
"Noida, UP, India",11-11-2021 00:30,66.7,66.7,66.7,,,0,,,0,0,,1.2,0,73.33,Clear
"Noida, UP, India",11-11-2021 01:00,66.5,66.5,66.5,,,0,,,0,0,,1.2,,76.69,Clear
"Noida, UP, India",11-11-2021 01:30,64.8,64.8,64.8,,,0,,,0,0,,1.2,0,81.05,Clear
"Noida, UP, India",11-11-2021 02:00,65,65,65,,,0,,,0,0,,1.2,,80.73,Clear
"Noida, UP, India",11-11-2021 02:30,62.6,62.6,62.6,,,0,,,0,,,0.8,0,87.82,Clear
"Noida, UP, India",11-11-2021 03:00,65,65,65,,,0,,,,,,1.2,,81.12,Clear
"Noida, UP, India",11-11-2021 03:30,64.8,64.8,64.8,,,0,,,0,0,,1.2,0,80.76,Clear
"Noida, UP, India",11-11-2021 04:00,64.6,64.6,64.6,,,0,,,0,0,,1.2,,78.12,Clear
"Noida, UP, India",11-11-2021 04:30,63.3,63.3,63.3,,,0,,,0,0,,1.2,0,82.11,Clear
"Noida, UP, India",11-11-2021 05:00,63.1,63.1,63.1,,,0,,,0,0,,1.2,,81.87,Clear
"Noida, UP, India",11-11-2021 05:30,60.1,60.1,60.1,,,0,,,0,,,0.8,0,86.98,Clear
"Noida, UP, India",11-11-2021 06:00,62.1,62.1,62.1,,,0,,,,,,1.2,,84.94,Clear
"Noida, UP, India",11-11-2021 06:30,61.7,61.7,61.7,,,0,,,0,0,,1.2,0,86.25,Clear
"Noida, UP, India",11-11-2021 07:00,62.1,62.1,62.1,,,0,,,0,0,,0.6,,82.7,Clear
"Noida, UP, India",11-11-2021 07:30,62,62,62,,,0,,,0,0,,0.6,0,82.32,Clear
"Noida, UP, India",11-11-2021 08:00,65,65,65,,,0,,,0,0,,0.6,,74.86,Clear
"Noida, UP, India",11-11-2021 08:30,61.5,61.5,61.5,,,0,,,0,,,0.6,0,82.58,Clear
"Noida, UP, India",11-11-2021 09:00,66.9,66.9,66.9,,,0,,,0,,,0.6,,65.72,Clear
"Noida, UP, India",11-11-2021 09:30,67,67,67,,,0,,,0,0,,0.6,0,63.59,Clear
"Noida, UP, India",11-11-2021 10:00,68.8,68.8,68.8,,,0,,,3.4,250,,0.6,,59.45,Clear
"Noida, UP, India",11-11-2021 10:30,69.1,69.1,69.1,,,0,,,5.8,270,,1.2,0,53.98,Clear
"Noida, UP, India",11-11-2021 11:00,71.1,71.1,71.1,,,0,,,6.9,260,,1.2,,53.73,Clear
"Noida, UP, India",11-11-2021 11:30,72.7,72.7,72.7,,,0,,,4.2,305,,0.8,0,55.24,Clear
"Noida, UP, India",11-11-2021 12:00,74,74,74,,,0,,,,,,1.2,,47.91,Clear
"Noida, UP, India",11-11-2021 12:30,74.1,74.1,74.1,,,0,,,4.7,250,,1.2,0,45.66,Clear
"Noida, UP, India",11-11-2021 13:00,75.5,75.5,75.5,,,0,,,3.4,250,,1.2,,44.69,Clear
"Noida, UP, India",11-11-2021 13:30,75.4,75.4,75.4,,,0,,,3.4,270,,0.6,0,43.47,Clear
"Noida, UP, India",11-11-2021 14:00,75.5,75.5,75.5,,,0,,,3.4,280,,0.6,25,45.45,Clear
"Noida, UP, India",11-11-2021 14:30,76.8,76.8,76.8,,,0,,,3.2,313,,0.6,14.8,51.62,Clear
"Noida, UP, India",11-11-2021 15:00,75.5,75.5,75.5,,,0,,,3.4,,,0.6,25,49.86,Clear
"Noida, UP, India",11-11-2021 15:30,75.1,75.1,75.1,,,0,,,0,0,,0.6,27.4,49.37,Partially cloudy
"Noida, UP, India",11-11-2021 16:00,74.7,74.7,74.7,,,0,,,0,0,,0.6,25,52.12,Clear
"Noida, UP, India",11-11-2021 16:30,74.6,74.6,74.6,,,0,,,0,0,,0.6,0,51.67,Clear
"Noida, UP, India",11-11-2021 17:00,72.3,72.3,72.3,,,0,,,0,0,,0.6,,60.97,Clear
"Noida, UP, India",11-11-2021 17:30,71.6,71.6,71.6,,,0,,,0,,,0.6,2.2,72.84,Clear
"Noida, UP, India",11-11-2021 18:00,70.5,70.5,70.5,,,0,,,,,,0.6,,65.5,Clear
"Noida, UP, India",11-11-2021 18:30,69.6,69.6,69.6,,,0,,,0,0,,0.6,0,69.04,Clear
"Noida, UP, India",11-11-2021 19:00,69.4,69.4,69.4,,,0,,,0,0,,0.6,,74.71,Clear
"Noida, UP, India",11-11-2021 19:30,68,68,68,,,0,,,0,0,,0.6,0,76.12,Clear
"Noida, UP, India",11-11-2021 20:00,67.9,67.9,67.9,,,0,,,0,0,,0.6,,81.6,Clear
"Noida, UP, India",11-11-2021 20:30,65,65,65,,,0,,,0,,,0.6,0,87.26,Clear
"Noida, UP, India",11-11-2021 21:00,66.5,66.5,66.5,,,0,,,,,,0.6,,85.24,Clear
"Noida, UP, India",11-11-2021 21:30,66.4,66.4,66.4,,,0,,,0,0,,0.6,0,84.69,Clear
"Noida, UP, India",11-11-2021 22:00,66,66,66,,,0,,,0,0,,0.6,,86.6,Clear
"Noida, UP, India",11-11-2021 22:30,64.8,64.8,64.8,,,0,,,0,0,,0.6,0,89.69,Clear
"Noida, UP, India",11-11-2021 23:00,65,65,65,,,0,,,0,0,,0.6,,91,Clear
"Noida, UP, India",11-11-2021 23:30,62.4,62.4,62.4,,,0,,,0,0,,0.6,0,92.04,Clear
"Noida, UP, India",11-12-2021 00:00,63.6,63.6,63.6,,,0,,,,,,0.6,,92.17,Clear
"Noida, UP, India",11-12-2021 00:30,63.3,63.3,63.3,,,0,,,0,0,,0.6,0,90.91,Clear
"Noida, UP, India",11-12-2021 01:00,63.6,63.6,63.6,,,0,,,0,0,,0.6,,92.92,Clear
"Noida, UP, India",11-12-2021 01:30,63.3,63.3,63.3,,,0,,,0,0,,0.6,0,91.23,Clear
"Noida, UP, India",11-12-2021 02:00,63.1,63.1,63.1,,,0,,,0,0,,0.6,,92.16,Clear
"Noida, UP, India",11-12-2021 02:30,60.7,60.7,60.7,,,0,,,0,0,,0.6,0,92.36,Clear
"Noida, UP, India",11-12-2021 03:00,62.1,62.1,62.1,,,0,,,0,0,,0.6,,91.63,Clear
"Noida, UP, India",11-12-2021 03:30,61.7,61.7,61.7,,,0,,,0,0,,0.6,0,90.36,Clear
"Noida, UP, India",11-12-2021 04:00,61.7,61.7,61.7,,,0,,,0,0,,0.6,,91.87,Clear
"Noida, UP, India",11-12-2021 04:30,61.4,61.4,61.4,,,0,,,0,0,,0.6,0,90.51,Clear
"Noida, UP, India",11-12-2021 05:00,61.7,61.7,61.7,,,0,,,0,0,,0.6,,91.87,Clear
"Noida, UP, India",11-12-2021 05:30,59.4,59.4,59.4,,,0,,,0,,,0.3,0,93.24,Clear
"Noida, UP, India",11-12-2021 06:00,61.7,61.7,61.7,,,0,,,,,,0.6,,92.36,Clear
"Noida, UP, India",11-12-2021 06:30,61.4,61.4,61.4,,,0,,,0,0,,0.6,0,90.51,Clear
"Noida, UP, India",11-12-2021 07:00,61.7,61.7,61.7,,,0,,,0,0,,0.6,,91.62,Clear
"Noida, UP, India",11-12-2021 07:30,61.4,61.4,61.4,,,0,,,0,0,,0.6,0,89.23,Clear
"Noida, UP, India",11-12-2021 08:00,62.1,62.1,62.1,,,0,,,0,0,,0.6,,88.47,Clear
"Noida, UP, India",11-12-2021 08:30,60.9,60.9,60.9,,,0,,,1.1,270,,0.3,0,87.89,Clear
"Noida, UP, India",11-12-2021 09:00,65.4,65.4,65.4,,,0,,,0,,,0.6,,77.76,Clear
"Noida, UP, India",11-12-2021 09:30,66.7,66.7,66.7,,,0,,,0,0,,0.6,0,76.97,Clear
"Noida, UP, India",11-12-2021 10:00,67.3,67.3,67.3,,,0,,,3.4,260,,0.6,,75.23,Clear
"Noida, UP, India",11-12-2021 10:30,68.8,68.8,68.8,,,0,,,5.8,260,,0.6,0,71.86,Clear
"Noida, UP, India",11-12-2021 11:00,69.7,69.7,69.7,,,0,,,5.8,270,,0.6,,69.83,Clear
"Noida, UP, India",11-12-2021 11:30,71.8,71.8,71.8,,,0,,,3.6,325,,0.6,0,65.51,Clear
"Noida, UP, India",11-12-2021 12:00,72.6,72.6,72.6,,,0,,,,,,0.6,,63.41,Clear
"Noida, UP, India",11-12-2021 12:30,72.8,72.8,72.8,,,0,,,3.4,280,,0.6,0,65.58,Clear
"Noida, UP, India",11-12-2021 13:00,74.4,74.4,74.4,,,0,,,4.7,290,,0.6,,61.29,Clear
"Noida, UP, India",11-12-2021 13:30,76,76,76,,,0,,,4.7,300,,0.6,0,53.97,Clear
"Noida, UP, India",11-12-2021 14:00,76.9,76.9,76.9,,,0,,,3.4,260,,0.6,,50.89,Clear
"Noida, UP, India",11-12-2021 14:30,78.9,78.9,78.9,,,0,,,2.7,283,,0.6,0,50.58,Clear
"Noida, UP, India",11-12-2021 15:00,78.4,78.4,78.4,,,0,,,2.2,270,,0.6,,48.31,Clear
"Noida, UP, India",11-12-2021 15:30,78.3,78.3,78.3,,,0,,,3.4,270,,0.6,0,47.3,Clear
"Noida, UP, India",11-12-2021 16:00,77.6,77.6,77.6,,,0,,,2.2,260,,0.6,,50.47,Clear
"Noida, UP, India",11-12-2021 16:30,77.5,77.5,77.5,,,0,,,3.4,250,,0.6,0,49.9,Clear
"Noida, UP, India",11-12-2021 17:00,75.2,75.2,75.2,,,0,,,0,0,,0.6,,60.52,Clear
"Noida, UP, India",11-12-2021 17:30,74.8,74.8,74.8,,,0,,,2.4,340,,0.6,0,66.05,Clear
"Noida, UP, India",11-12-2021 18:00,73.4,73.4,73.4,,,0,,,,,,0.6,,64.1,Clear
"Noida, UP, India",11-12-2021 18:30,72.5,72.5,72.5,,,0,,,0,0,,0.6,0,65.07,Clear
"Noida, UP, India",11-12-2021 19:00,71.5,71.5,71.5,,,0,,,2.2,,,0.6,,68.84,Clear
"Noida, UP, India",11-12-2021 19:30,70.9,70.9,70.9,,,0,,,2.2,,,0.6,0,73.47,Clear
"Noida, UP, India",11-12-2021 20:00,74.2,74.2,74.2,,,0,,,0,0,,0.6,,57.8,Clear
"Noida, UP, India",11-12-2021 20:30,67.1,67.1,67.1,,,0,,,0,,,0.3,0,83.65,Clear
"Noida, UP, India",11-12-2021 21:00,67.5,67.5,67.5,,,0,,,,,,0.6,,84.23,Clear
"Noida, UP, India",11-12-2021 21:30,67.7,67.7,67.7,,,0,,,0,0,,0.6,0,82.41,Clear
"Noida, UP, India",11-12-2021 22:00,67.5,67.5,67.5,,,0,,,0,0,,0.6,,85.81,Clear
"Noida, UP, India",11-12-2021 22:30,67.7,67.7,67.7,,,0,,,0,0,,0.6,0,83.14,Clear
"Noida, UP, India",11-12-2021 23:00,66,66,66,,,0,,,0,0,,0.6,,88.46,Clear
"Noida, UP, India",11-12-2021 23:30,63.7,63.7,63.7,,,0,,,1.6,320,,0.3,0,89.71,Clear
"Noida, UP, India",11/13/2021 00:00:00,66,66,66,,,0,,,,,,0.6,,86.6,Clear
"Noida, UP, India",11/13/2021 00:30:00,64.6,64.6,64.6,,,0,,,0,0,,0.6,0,88.58,Clear
"Noida, UP, India",11/13/2021 01:00:00,64.6,64.6,64.6,,,0,,,0,0,,0.6,,88.11,Clear
"Noida, UP, India",11/13/2021 01:30:00,64.6,64.6,64.6,,,0,,,0,0,,0.6,0,88.11,Clear
"Noida, UP, India",11/13/2021 02:00:00,63.1,63.1,63.1,,,0,,,0,0,,0.6,,90.39,Clear
"Noida, UP, India",11/13/2021 02:30:00,61,61,61,,,0,,,0,,,0.3,0,91.13,Clear
"Noida, UP, India",11/13/2021 03:00:00,63.1,63.1,63.1,,,0,,,0,,,0.6,,89.18,Clear
"Noida, UP, India",11/13/2021 03:30:00,62.7,62.7,62.7,,,0,,,0,0,,0,,89.41,Clear
"Noida, UP, India",11/13/2021 04:00:00,61.7,61.7,61.7,,,0,,,0,0,,0,,89.36,Clear
"Noida, UP, India",11/13/2021 04:30:00,61.2,61.2,61.2,,,0,,,0,0,,0,,89.58,Clear
"Noida, UP, India",11/13/2021 05:00:00,60.2,60.2,60.2,,,0,,,0,0,,0,,90.77,Clear
"Noida, UP, India",11/13/2021 05:30:00,60.2,60.2,60.2,,,0,,,,,,0,,91.26,Clear
"Noida, UP, India",11/13/2021 06:00:00,60.2,60.2,60.2,,,0,,,,,,0,,91.26,Clear
"Noida, UP, India",11/13/2021 06:30:00,59.8,59.8,59.8,,,0,,,0,0,,0,,90.75,Clear
"Noida, UP, India",11/13/2021 07:00:00,60.2,60.2,60.2,,,0,,,0,0,,0,,89.54,Clear
"Noida, UP, India",11/13/2021 07:30:00,60.2,60.2,60.2,,,0,,,0,0,,0,,84.82,Clear
"Noida, UP, India",11/13/2021 08:00:00,60.7,60.7,60.7,,,0,,,0,0,,0,,83.01,Clear
"Noida, UP, India",11/13/2021 08:30:00,62.5,62.5,62.5,,,0,,,0,,,0,,77.26,Clear
"Noida, UP, India",11/13/2021 09:00:00,63.9,63.9,63.9,,,0,,,3.4,,,0.6,,70.18,Clear
"Noida, UP, India",11/13/2021 09:30:00,65.8,65.8,65.8,,,0,,,3.4,240,,0.6,,65.92,Clear
"Noida, UP, India",11/13/2021 10:00:00,67.3,67.3,67.3,,,0,,,3.4,250,,0.6,,61.73,Clear
"Noida, UP, India",11/13/2021 10:30:00,69.2,69.2,69.2,,,0,,,4.7,250,,0.6,,56.02,Clear
"Noida, UP, India",11/13/2021 11:00:00,70.7,70.7,70.7,,,0,,,4.7,240,,0.6,,53.67,Clear
"Noida, UP, India",11/13/2021 11:30:00,72.1,72.1,72.1,,,0,,,,,,0.6,,48.41,Clear
"Noida, UP, India",11/13/2021 12:00:00,74,74,74,,,0,,,,,,0.6,,45.57,Clear
"Noida, UP, India",11/13/2021 12:30:00,75.5,75.5,75.5,,,0,,,4.7,240,,0.6,,41.82,Clear
"Noida, UP, India",11/13/2021 13:00:00,76.9,76.9,76.9,,,0,,,5.8,280,,0.6,,38.59,Clear
"Noida, UP, India",11/13/2021 13:30:00,77.4,77.4,77.4,,,0,,,5.8,300,,0.6,,36.34,Clear
"Noida, UP, India",11/13/2021 14:00:00,78.9,78.9,78.9,,,0,,,4.7,300,,0.6,,32.23,Clear
"Noida, UP, India",11/13/2021 14:30:00,78.9,78.9,78.9,,,0,,,5.8,270,,1.2,,26.76,Clear
"Noida, UP, India",11/13/2021 15:00:00,79.9,79.9,79.9,,,0,,,6.9,290,,1.2,,25.2,Clear
"Noida, UP, India",11/13/2021 15:30:00,79.5,79.5,79.5,,,0,,,5.8,320,,1.2,,24.29,Clear
"Noida, UP, India",11/13/2021 16:00:00,79,79,79,,,0,,,5.8,290,,1.2,,23.96,Clear
"Noida, UP, India",11/13/2021 16:30:00,78.2,78.2,78.2,,,0,,,3.4,290,,1.2,,26.72,Clear
"Noida, UP, India",11/13/2021 17:00:00,77,77,77,,,0,,,3.4,230,,1.2,,30.24,Clear
"Noida, UP, India",11/13/2021 17:30:00,75.5,75.5,75.5,,,0,,,3.4,250,,1.2,,32.15,Clear
"Noida, UP, India",11/13/2021 18:00:00,74,74,74,,,0,,,,,,1.2,,35.7,Clear
"Noida, UP, India",11/13/2021 18:30:00,71.9,71.9,71.9,,,0,,,0,0,,1.2,,40.76,Clear
"Noida, UP, India",11/13/2021 19:00:00,70,70,70,,,0,,,0,0,,1.2,,47.36,Clear
"Noida, UP, India",11/13/2021 19:30:00,69,69,69,,,0,,,0,0,,1.2,,51.46,Clear
"Noida, UP, India",11/13/2021 20:00:00,68.6,68.6,68.6,,,0,,,0,0,,1.2,,52.28,Clear
"Noida, UP, India",11/13/2021 20:30:00,67.5,67.5,67.5,,,0,,,0,0,,1.9,,57.11,Clear
"Noida, UP, India",11/13/2021 21:00:00,66.5,66.5,66.5,,,0,,,0,0,,1.9,,62.21,Clear
"Noida, UP, India",11/13/2021 21:30:00,66,66,66,,,0,,,0,0,,1.9,,62.67,Clear
"Noida, UP, India",11/13/2021 22:00:00,66,66,66,,,0,,,0,0,,1.9,,63.37,Clear
"Noida, UP, India",11/13/2021 22:30:00,66,66,66,,,0,,,0,0,,1.9,,63.37,Clear
"Noida, UP, India",11/13/2021 23:00:00,64.6,64.6,64.6,,,0,,,0,0,,1.9,,66.04,Clear
"Noida, UP, India",11/13/2021 23:30:00,64.6,64.6,64.6,,,0,,,0,0,,1.9,,66.77,Clear
"Noida, UP, India",11/14/2021 00:00:00,64.2,64.2,64.2,,,0,,,0,0,,1.9,,67.09,Clear
"Noida, UP, India",11/14/2021 00:30:00,64.2,64.2,64.2,,,0,,,0,0,,1.9,,69.32,Clear
"Noida, UP, India",11/14/2021 01:00:00,63.1,63.1,63.1,,,0,,,0,0,,1.9,,71.5,Clear
"Noida, UP, India",11/14/2021 01:30:00,62.7,62.7,62.7,,,0,,,0,0,,1.2,,73.83,Clear
"Noida, UP, India",11/14/2021 02:00:00,62.7,62.7,62.7,,,0,,,0,0,,1.2,,73.42,Clear
"Noida, UP, India",11/14/2021 02:30:00,62.7,62.7,62.7,,,0,,,0,0,,1.2,,73.02,Clear
"Noida, UP, India",11/14/2021 03:00:00,62.7,62.7,62.7,,,0,,,0,0,,1.2,,71.82,Clear
"Noida, UP, India",11/14/2021 03:30:00,61.2,61.2,61.2,,,0,,,0,0,,1.2,,70.87,Clear
"Noida, UP, India",11/14/2021 04:00:00,61.2,61.2,61.2,,,0,,,0,0,,1.2,,70.47,Clear
"Noida, UP, India",11/14/2021 04:30:00,61.2,61.2,61.2,,,0,,,0,0,,1.2,,70.47,Clear
"Noida, UP, India",11/14/2021 05:00:00,61.2,61.2,61.2,,,0,,,3.4,260,,1.2,,69.49,Clear
"Noida, UP, India",11/14/2021 05:30:00,60.9,60.9,60.9,,,0,,,,,,1.2,,71.78,Clear
"Noida, UP, India",11/14/2021 06:00:00,60.2,60.2,60.2,,,0,,,,,,1.2,,69.92,Clear
"Noida, UP, India",11/14/2021 06:30:00,59.8,59.8,59.8,,,0,,,0,0,,1.2,,70.28,Clear
"Noida, UP, India",11/14/2021 07:00:00,59.8,59.8,59.8,,,0,,,0,0,,1.2,,70.28,Clear
"Noida, UP, India",11/14/2021 07:30:00,60.2,60.2,60.2,,,0,,,0,0,,0.6,,67.26,Clear
"Noida, UP, India",11/14/2021 08:00:00,61.7,61.7,61.7,,,0,,,3.4,260,,0.6,,60.83,Clear
"Noida, UP, India",11/14/2021 08:30:00,63.1,63.1,63.1,,,0,,,0,,,0.6,,53.18,Clear
"Noida, UP, India",11/14/2021 09:00:00,65,65,65,,,0,,,4.7,,,0.6,,48.42,Clear
"Noida, UP, India",11/14/2021 09:30:00,66.9,66.9,66.9,,,0,,,4.7,250,,0.6,,44.62,Clear
"Noida, UP, India",11/14/2021 10:00:00,68.4,68.4,68.4,,,0,,,3.4,270,,0.6,,42.62,Clear
"Noida, UP, India",11/14/2021 10:30:00,69.9,69.9,69.9,,,0,,,3.4,260,,1.2,,40.38,Clear
"Noida, UP, India",11/14/2021 11:00:00,71.7,71.7,71.7,,,0,,,3.4,270,,1.2,,37.15,Clear
"Noida, UP, India",11/14/2021 11:30:00,72.1,72.1,72.1,,,0,,,,,,1.2,,39.05,Clear
"Noida, UP, India",11/14/2021 12:00:00,74.7,74.7,74.7,,,0,,,,,,1.2,,36.55,Clear
"Noida, UP, India",11/14/2021 12:30:00,76.1,76.1,76.1,,,0,,,3.4,290,,1.2,,35.65,Clear
"Noida, UP, India",11/14/2021 13:00:00,76.5,76.5,76.5,,,0,,,4.7,300,,1.2,,33.56,Clear
"Noida, UP, India",11/14/2021 13:30:00,76.9,76.9,76.9,,,0,,,5.8,290,,1.2,,31.58,Clear
"Noida, UP, India",11/14/2021 14:00:00,78,78,78,,,0,,,5.8,300,,1.2,,26.44,Clear
"Noida, UP, India",11/14/2021 14:30:00,78,78,78,,,0,,,4.7,,,1.2,,26.13,Clear
"Noida, UP, India",11/14/2021 15:00:00,78,78,78,,,0,,,5.8,,,1.2,,25.99,Clear
"Noida, UP, India",11/14/2021 15:30:00,77.6,77.6,77.6,,,0,,,3.4,270,,1.2,,25.93,Clear
"Noida, UP, India",11/14/2021 16:00:00,77.1,77.1,77.1,,,0,,,3.4,300,,1.2,,27.88,Clear
"Noida, UP, India",11/14/2021 16:30:00,75.2,75.2,75.2,,,0,,,3.4,270,,1.2,,30.37,Clear
"Noida, UP, India",11/14/2021 17:00:00,74.4,74.4,74.4,,,0,,,2.2,270,,1.2,,31.43,Clear
"Noida, UP, India",11/14/2021 17:30:00,73,73,73,,,0,,,0,0,,1.2,,32.61,Clear
"Noida, UP, India",11/14/2021 18:00:00,70.5,70.5,70.5,,,0,,,0,0,,1.2,,46.11,Clear
"Noida, UP, India",11/14/2021 18:30:00,70,70,70,,,0,,,0,0,,1.2,,47.36,Clear
"Noida, UP, India",11/14/2021 19:00:00,69,69,69,,,0,,,0,0,,1.2,,52.04,Clear
"Noida, UP, India",11/14/2021 19:30:00,68.6,68.6,68.6,,,0,,,0,0,,1.2,,55.1,Clear
"Noida, UP, India",11/14/2021 20:00:00,71.7,71.7,71.7,,,0,,,0,0,,1.2,,36.83,Clear
"Noida, UP, India",11/14/2021 20:30:00,66,66,66,,,0,,,0,0,,1.2,,63.37,Clear
"Noida, UP, India",11/14/2021 21:00:00,64.6,64.6,64.6,,,0,,,0,0,,1.9,,69.37,Clear
"Noida, UP, India",11/14/2021 21:30:00,63.6,63.6,63.6,,,0,,,0,0,,1.2,,75.55,Clear
"Noida, UP, India",11/14/2021 22:00:00,63.6,63.6,63.6,,,0,,,0,0,,1.2,,75.97,Clear
"Noida, UP, India",11/14/2021 22:30:00,63.6,63.6,63.6,,,0,,,0,0,,1.2,,72.74,Clear
"Noida, UP, India",11/14/2021 23:00:00,63.1,63.1,63.1,,,0,,,0,0,,1.2,,72.3,Clear
"Noida, UP, India",11/14/2021 23:30:00,63.1,63.1,63.1,,,0,,,,,,1.2,,71.5,Clear
"Noida, UP, India",11/15/2021 00:00:00,63.1,63.1,63.1,,,0,,,,,,1.2,,72.3,Clear
"Noida, UP, India",11/15/2021 20:30:00,74,,,,0,0,0,0,2.7,11.4,3.6,15,0,21.2,Clear
"Noida, UP, India",11/15/2021 21:30:00,73.1,,,,0,0,0,0,2,12.8,2,15,0,21.6,Clear
"Noida, UP, India",11/15/2021 22:30:00,72.6,,,,0,0,0,0,0.9,23.6,1.1,15,0,21.7,Clear
"Noida, UP, India",11/15/2021 23:30:00,72.1,,,,0,0,0,0,0.7,347.1,0.9,15,0,22,Clear
"Noida, UP, India",11/16/2021 00:30:00,71.3,,,,0,0,0,0,2,331.3,2.2,15,0,22.2,Clear
"Noida, UP, India",11/16/2021 01:30:00,70.1,,,,0,0,0,0,3.4,348.8,3.8,15,0,23,Clear
"Noida, UP, India",11/16/2021 02:30:00,68.8,,,,0,0,0,0,3.4,352.9,4.7,15,0,23.7,Clear
"Noida, UP, India",11/16/2021 03:30:00,67.7,,,,0,0,0,0,3.4,354.5,4.7,15,0,24.2,Clear
"Noida, UP, India",11/16/2021 04:30:00,67.2,,,,0,0,0,0,2.7,344,3.6,15,0,24.2,Clear
"Noida, UP, India",11/16/2021 05:30:00,66.8,,,,0,0,0,0,1.8,347.6,2.2,15,0,24.1,Clear
"Noida, UP, India",11/16/2021 06:30:00,66.5,,,,0,0,0,0,2,350.1,2.2,15,0,24.1,Clear
"Noida, UP, India",11/16/2021 07:30:00,66.6,,,,0,0,0,0,2.5,10.7,2.9,15,0,24.2,Clear
"Noida, UP, India",11/16/2021 08:30:00,68.6,,,,0,0,0,0,2.2,17.9,2,15,0,22.6,Clear
"Noida, UP, India",11/16/2021 09:30:00,71.3,,,,0,0,0,0,2.7,24.9,2,15,0,20.6,Clear
"Noida, UP, India",11/16/2021 10:30:00,74.2,,,,0,0,0,0,2,4.3,2,15,0,18.7,Clear
"Noida, UP, India",11/16/2021 11:30:00,76.7,,,,0,0,0,0,2,341.1,2.7,15,0,17,Clear
"Noida, UP, India",11/16/2021 12:30:00,78.5,,,,0,0,0,0,2.7,316.1,3.6,15,0,15.6,Clear
"Noida, UP, India",11/16/2021 13:30:00,79.6,,,,0,0,0,0,3.1,303.7,4.3,15,0,14.5,Clear
"Noida, UP, India",11/16/2021 14:30:00,80.1,,78.4,,0,0,0,0,3.4,314,4.5,15,0,14,Clear
"Noida, UP, India",11/16/2021 15:30:00,80.1,,78.4,,0,0,0,0,3.6,326.7,5.1,15,0,14.1,Clear
"Noida, UP, India",11/16/2021 16:30:00,79.4,,,,0,0,0,0,4.3,343,5.4,15,0,15.3,Clear
"Noida, UP, India",11/16/2021 17:30:00,77.4,,,,0,0,0,0,4.9,354.4,6.3,15,0,17.2,Clear
"Noida, UP, India",11/16/2021 18:30:00,75.8,,,,0,0,0,0,4,7.8,6,15,0,19.2,Clear
"Noida, UP, India",11/17/2021 00:00:00,60.8,60.8,60.8,,,0,,,0,0,,0.6,0,72.22,Clear
"Noida, UP, India",11/17/2021 01:00:00,59,59,59,,,0,,,0,0,,0.6,0,77,Clear
"Noida, UP, India",11/17/2021 02:00:00,56.4,56.4,56.4,,,0,,,0,0,,0.6,0,86.02,Clear
"Noida, UP, India",11/17/2021 03:00:00,59,59,59,,,0,,,0,0,,0.6,0,72.03,Clear
